date	SS4	S2	S1
31.01.1997	0.2	150.0	30.0
20.02.1997	0.22	160.0	35.0
28.02.1997	0.22	160.0	35.0
20.03.1997	0.25	180.0	45.0
31.03.1997	0.32	190.0	61.0
15.04.1997	0.25	220.0	55.0
20.04.1997	0.17	260.0	44.0
25.04.1997	0.05	260.0	13.0
31.01.1998	0.22	150.0	33.0
20.02.1998	0.3	160.0	48.0
28.02.1998	0.36	160.0	58.0
20.03.1998	0.34	180.0	61.0
31.03.1998	0.34	180.0	61.0
15.04.1998	0.36	170.0	61.0
20.04.1998	0.33	210.0	69.0
25.04.1998	0.31	220.0	68.0
30.04.1998	0.28	230.0	64.0
10.05.1998	0.08	310.0	25.0
31.01.1999	0.28	160.0	45.0
20.02.1999	0.3	160.0	48.0
28.02.1999	0.33	160.0	53.0
20.03.1999	0.34	180.0	61.0
31.03.1999	0.34	180.0	61.0
15.04.1999	0.3	220.0	66.0
20.04.1999	0.28	230.0	64.0
25.04.1999	0.24	220.0	53.0
30.04.1999	0.22	280.0	62.0
31.01.2000	0.29	160.0	46.0
20.02.2000	0.3	180.0	54.0
29.02.2000	0.31	180.0	56.0
20.03.2000	0.32	180.0	58.0
31.03.2000	0.32	190.0	61.0
15.04.2000	0.28	190.0	53.0
20.04.2000	0.15	370.0	56.0
25.04.2000	0.04	320.0	13.0
30.04.2000	0.04	250.0	10.0
31.01.2001	0.12	150.0	18.0
20.02.2001	0.14	150.0	21.0
28.02.2001	0.15	150.0	23.0
20.03.2001	0.16	150.0	24.0
31.03.2001	0.15	160.0	24.0
15.04.2001	0.14	220.0	31.0
20.04.2001	0.14	220.0	31.0
25.04.2001	0.11	240.0	26.0
31.01.2002	0.25	150.0	38.0
20.02.2002	0.34	150.0	51.0
28.02.2002	0.35	150.0	53.0
20.03.2002	0.36	180.0	65.0
31.03.2002	0.34	190.0	65.0
15.04.2002	0.28	230.0	64.0
20.04.2002	0.26	250.0	65.0
25.04.2002	0.21	270.0	57.0
30.04.2002	0.08	270.0	22.0
31.01.2003	0.14	140.0	20.0
20.02.2003	0.17	150.0	26.0
28.02.2003	0.17	150.0	26.0
20.03.2003	0.17	170.0	29.0
31.03.2003	0.2	180.0	36.0
15.04.2003	0.17	200.0	34.0
20.04.2003	0.16	190.0	30.0
25.04.2003	0.04	320.0	13.0
30.04.2003	0.03	-999.0	-999.0
31.01.2004	0.19	140.0	27.0
20.02.2004	0.2	150.0	30.0
29.02.2004	0.21	150.0	32.0
20.03.2004	0.25	170.0	43.0
31.03.2004	0.24	180.0	43.0
15.04.2004	0.23	180.0	41.0
20.04.2004	0.18	220.0	40.0
25.04.2004	0.16	220.0	35.0
30.04.2004	0.03	-999.0	-999.0
31.01.2005	0.45	170.0	77.0
20.02.2005	0.46	180.0	83.0
28.02.2005	0.47	180.0	85.0
20.03.2005	0.49	180.0	88.0
31.03.2005	0.47	190.0	89.0
15.04.2005	0.39	190.0	74.0
20.04.2005	0.33	210.0	69.0
25.04.2005	0.18	270.0	49.0
30.04.2005	0.1	280.0	28.0
31.01.2006	0.42	190.0	80.0
20.02.2006	0.43	190.0	82.0
28.02.2006	0.45	190.0	86.0
20.03.2006	0.47	190.0	89.0
31.03.2006	0.45	190.0	86.0
15.04.2006	0.42	200.0	84.0
20.04.2006	0.38	210.0	80.0
25.04.2006	0.18	280.0	50.0
30.04.2006	0.13	280.0	36.0
