date	SS4	S2	S1
20.01.1997	0.13	130.0	17.0
31.01.1997	0.14	130.0	18.0
20.02.1997	0.15	140.0	21.0
28.02.1997	0.14	150.0	21.0
10.03.1997	0.11	170.0	19.0
15.03.1997	0.02	-999.0	-999.0
28.03.1997	0.0	-999.0	-999.0
31.03.1997	0.01	-999.0	-999.0
08.04.1997	0.0	-999.0	-999.0
20.11.1997	0.0	-999.0	-999.0
30.11.1997	0.0	-999.0	-999.0
20.12.1997	0.02	-999.0	-999.0
31.12.1997	0.01	-999.0	-999.0
20.01.1998	0.02	-999.0	-999.0
31.01.1998	0.02	-999.0	-999.0
20.02.1998	0.04	-999.0	-999.0
28.02.1998	0.02	-999.0	-999.0
20.11.1998	0.08	120.0	10.0
30.11.1998	0.09	120.0	11.0
20.12.1998	0.11	100.0	11.0
30.12.1998	0.1	120.0	12.0
20.01.1999	0.11	130.0	14.0
31.01.1999	0.12	120.0	14.0
20.02.1999	0.14	130.0	18.0
28.02.1999	0.14	130.0	18.0
10.03.1999	0.13	120.0	16.0
15.03.1999	0.13	130.0	17.0
20.03.1999	0.13	130.0	17.0
25.03.1999	0.01	-999.0	-999.0
20.12.1999	0.08	110.0	9.0
30.12.1999	0.07	110.0	8.0
20.01.2000	0.09	120.0	11.0
31.01.2000	0.09	130.0	12.0
20.02.2000	0.11	120.0	13.0
29.02.2000	0.11	130.0	14.0
10.03.2000	0.02	-999.0	-999.0
20.11.2000	0.03	-999.0	-999.0
30.11.2000	0.02	-999.0	-999.0
20.12.2000	0.09	120.0	11.0
30.12.2000	0.09	110.0	10.0
20.01.2001	0.14	130.0	18.0
31.01.2001	0.14	140.0	20.0
20.02.2001	0.12	140.0	17.0
28.02.2001	0.12	150.0	18.0
10.03.2001	0.1	140.0	14.0
20.03.2001	0.01	-999.0	-999.0
25.03.2001	0.02	-999.0	-999.0
20.12.2001	0.07	130.0	9.0
30.12.2001	0.1	130.0	13.0
20.01.2002	0.14	120.0	17.0
31.01.2002	0.14	120.0	17.0
20.02.2002	0.16	130.0	21.0
28.02.2002	0.15	130.0	20.0
10.03.2002	0.11	140.0	15.0
20.03.2002	0.0	-999.0	-999.0
20.11.2002	0.12	130.0	16.0
30.11.2002	0.13	130.0	17.0
20.12.2002	0.14	140.0	20.0
30.12.2002	0.14	140.0	20.0
20.01.2003	0.16	130.0	21.0
31.01.2003	0.17	130.0	22.0
20.02.2003	0.19	140.0	27.0
28.02.2003	0.22	140.0	31.0
10.03.2003	0.21	150.0	32.0
15.03.2003	0.2	140.0	28.0
20.03.2003	0.19	130.0	25.0
14.04.2003	0.0	-999.0	-999.0
10.11.2003	0.07	140.0	10.0
20.11.2003	0.09	120.0	11.0
30.11.2003	0.13	140.0	18.0
20.12.2003	0.14	140.0	20.0
30.12.2003	0.16	130.0	21.0
20.01.2004	0.16	130.0	21.0
31.01.2004	0.18	140.0	25.0
20.02.2004	0.21	140.0	29.0
29.02.2004	0.19	150.0	29.0
10.03.2004	0.18	150.0	27.0
15.03.2004	0.18	150.0	27.0
20.03.2004	0.17	160.0	27.0
27.03.2004	0.0	-999.0	-999.0
28.03.2004	0.01	-999.0	-999.0
29.04.2004	0.0	-999.0	-999.0
30.10.2004	0.0	-999.0	-999.0
07.11.2004	0.04	-999.0	-999.0
10.11.2004	0.07	90.0	6.0
20.11.2004	0.03	-999.0	-999.0
30.11.2004	0.04	-999.0	-999.0
20.12.2004	0.13	120.0	16.0
30.12.2004	0.14	120.0	17.0
20.01.2005	0.15	110.0	17.0
31.01.2005	0.16	120.0	19.0
20.02.2005	0.19	120.0	23.0
28.02.2005	0.18	120.0	22.0
10.03.2005	0.18	120.0	22.0
15.03.2005	0.18	130.0	23.0
20.03.2005	0.17	120.0	20.0
08.04.2005	0.06	120.0	7.0
10.04.2005	0.04	-999.0	-999.0
18.04.2005	0.04	-999.0	-999.0
04.05.2005	0.0	-999.0	-999.0
10.11.2005	0.0	-999.0	-999.0
20.11.2005	0.0	-999.0	-999.0
23.11.2005	0.0	-999.0	-999.0
27.11.2005	0.02	-999.0	-999.0
30.11.2005	0.01	-999.0	-999.0
20.12.2005	0.02	-999.0	-999.0
30.12.2005	0.07	160.0	11.0
10.03.2006	0.12	140.0	17.0
15.03.2006	0.03	-999.0	-999.0
24.03.2006	0.0	-999.0	-999.0
30.03.2006	0.01	-999.0	-999.0
06.04.2006	0.0	-999.0	-999.0
10.04.2006	0.04	-999.0	-999.0
