date	SS4	S2	S1
20.01.1997	0.13	230.0	30.0
31.01.1997	0.15	230.0	35.0
20.02.1997	0.16	260.0	42.0
28.02.1997	0.17	260.0	44.0
10.03.1997	0.12	190.0	23.0
15.03.1997	0.11	160.0	18.0
20.03.1997	0.02	-999.0	-999.0
31.10.1997	0.06	150.0	9.0
20.11.1997	0.04	-999.0	-999.0
30.11.1997	0.03	-999.0	-999.0
20.12.1997	0.09	150.0	14.0
31.12.1997	0.07	190.0	13.0
20.01.1998	0.07	170.0	12.0
31.01.1998	0.07	-999.0	-999.0
20.02.1998	0.08	220.0	18.0
28.02.1998	0.08	210.0	17.0
20.03.1998	0.03	-999.0	-999.0
20.11.1998	0.02	-999.0	-999.0
30.11.1998	0.03	-999.0	-999.0
20.12.1998	0.08	150.0	12.0
30.12.1998	0.09	160.0	14.0
20.01.1999	0.09	200.0	18.0
31.01.1999	0.1	200.0	20.0
20.02.1999	0.06	190.0	11.0
28.02.1999	0.06	150.0	9.0
10.03.1999	0.05	150.0	8.0
15.03.1999	0.03	-999.0	-999.0
20.03.1999	0.02	-999.0	-999.0
27.03.1999	0.0	-999.0	-999.0
20.11.1999	0.13	140.0	18.0
30.11.1999	0.13	170.0	22.0
20.12.1999	0.14	170.0	24.0
30.12.1999	0.16	170.0	27.0
20.01.2000	0.18	190.0	34.0
31.01.2000	0.17	200.0	34.0
20.02.2000	0.15	180.0	27.0
29.02.2000	0.17	190.0	32.0
10.03.2000	0.15	200.0	30.0
15.03.2000	0.07	110.0	8.0
20.03.2000	0.07	120.0	8.0
25.03.2000	0.09	130.0	12.0
25.10.2000	0.01	-999.0	-999.0
30.10.2000	0.0	-999.0	-999.0
20.11.2000	0.0	-999.0	-999.0
30.11.2000	0.0	-999.0	-999.0
20.12.2000	0.05	110.0	6.0
30.12.2000	0.06	110.0	7.0
20.01.2001	0.09	120.0	11.0
31.01.2001	0.09	130.0	12.0
20.02.2001	0.07	130.0	9.0
28.02.2001	0.05	110.0	6.0
10.03.2001	0.03	-999.0	-999.0
18.03.2001	0.01	-999.0	-999.0
28.03.2001	0.01	-999.0	-999.0
31.03.2001	0.02	-999.0	-999.0
22.04.2001	0.02	-999.0	-999.0
05.05.2001	0.0	-999.0	-999.0
31.10.2001	0.03	-999.0	-999.0
20.11.2001	0.04	20.0	1.0
30.11.2001	0.02	-999.0	-999.0
20.12.2001	0.03	200.0	6.0
30.12.2001	0.05	-999.0	-999.0
20.01.2002	0.17	280.0	48.0
31.01.2002	0.15	220.0	33.0
20.02.2002	0.1	250.0	25.0
28.02.2002	0.07	240.0	17.0
10.03.2002	0.05	160.0	8.0
21.03.2002	0.0	-999.0	-999.0
15.11.2002	0.0	-999.0	-999.0
24.11.2002	0.0	-999.0	-999.0
30.11.2002	0.0	-999.0	-999.0
20.12.2002	0.03	-999.0	-999.0
31.12.2002	0.03	-999.0	-999.0
20.01.2003	0.04	-999.0	-999.0
31.01.2003	0.05	170.0	9.0
20.02.2003	0.05	160.0	8.0
28.02.2003	0.1	150.0	15.0
10.03.2003	0.05	110.0	6.0
15.03.2003	0.04	-999.0	-999.0
20.03.2003	0.04	-999.0	-999.0
26.03.2003	0.01	-999.0	-999.0
29.03.2003	0.02	-999.0	-999.0
30.03.2003	0.0	-999.0	-999.0
27.10.2003	0.02	-999.0	-999.0
31.10.2003	0.01	-999.0	-999.0
20.11.2003	0.09	160.0	14.0
30.11.2003	0.12	160.0	19.0
20.12.2003	0.11	160.0	18.0
30.12.2003	0.11	170.0	19.0
20.01.2004	0.12	200.0	24.0
26.01.2004	0.12	160.0	19.0
31.01.2004	0.12	150.0	18.0
20.02.2004	0.13	150.0	20.0
29.02.2004	0.13	160.0	21.0
10.03.2004	0.11	180.0	20.0
15.03.2004	0.09	130.0	12.0
20.03.2004	0.09	140.0	13.0
25.03.2004	0.06	120.0	7.0
31.03.2004	0.09	160.0	14.0
19.04.2004	0.01	-999.0	-999.0
22.04.2004	0.02	-999.0	-999.0
23.11.2004	0.01	-999.0	-999.0
10.12.2004	0.03	-999.0	-999.0
20.12.2004	0.04	-999.0	-999.0
30.12.2004	0.05	120.0	6.0
20.01.2005	0.07	130.0	9.0
31.01.2005	0.08	120.0	10.0
20.02.2005	0.1	140.0	14.0
28.02.2005	0.09	150.0	14.0
10.03.2005	0.06	130.0	8.0
23.03.2005	0.12	120.0	14.0
25.03.2005	0.06	130.0	8.0
10.04.2005	0.04	-999.0	-999.0
11.04.2005	0.01	-999.0	-999.0
20.04.2005	0.03	-999.0	-999.0
20.11.2005	0.0	-999.0	-999.0
22.11.2005	0.01	-999.0	-999.0
30.11.2005	0.02	-999.0	-999.0
20.12.2005	0.04	-999.0	-999.0
30.12.2005	0.06	-999.0	-999.0
10.03.2006	0.05	210.0	11.0
15.03.2006	0.02	-999.0	-999.0
24.03.2006	0.03	-999.0	-999.0
25.03.2006	0.04	-999.0	-999.0
31.03.2006	0.01	-999.0	-999.0
23.04.2006	0.03	-999.0	-999.0
