date	SS4	S2	S1
20.01.1997	0.14	190.0	27.0
31.01.1997	0.14	210.0	29.0
20.02.1997	0.14	230.0	32.0
28.02.1997	0.13	220.0	29.0
10.03.1997	0.08	240.0	19.0
15.03.1997	0.02	-999.0	-999.0
31.03.1997	0.0	-999.0	-999.0
20.11.1997	0.0	-999.0	-999.0
30.11.1997	0.0	-999.0	-999.0
20.12.1997	0.03	-999.0	-999.0
30.12.1997	0.04	-999.0	-999.0
20.01.1998	0.08	200.0	16.0
31.01.1998	0.09	200.0	18.0
20.02.1998	0.08	210.0	17.0
28.02.1998	0.02	-999.0	-999.0
20.03.1998	0.0	-999.0	-999.0
20.11.1998	0.09	-999.0	-999.0
30.11.1998	0.13	-999.0	-999.0
20.12.1998	0.17	190.0	32.0
30.12.1998	0.19	190.0	36.0
20.01.1999	0.18	200.0	36.0
31.01.1999	0.17	210.0	36.0
20.02.1999	0.2	250.0	50.0
28.02.1999	0.2	240.0	48.0
10.03.1999	0.21	240.0	50.0
15.03.1999	0.2	250.0	50.0
20.03.1999	0.17	260.0	44.0
25.03.1999	0.02	-999.0	-999.0
20.11.1999	0.01	-999.0	-999.0
30.11.1999	0.07	140.0	10.0
20.12.1999	0.09	150.0	14.0
30.12.1999	0.1	170.0	17.0
20.01.2000	0.1	210.0	21.0
31.01.2000	0.11	220.0	24.0
20.02.2000	0.11	260.0	29.0
29.02.2000	0.15	270.0	41.0
10.03.2000	0.07	250.0	18.0
20.10.2000	0.02	-999.0	-999.0
31.10.2000	0.01	-999.0	-999.0
30.11.2000	0.03	10.0	0.0
20.12.2000	0.06	120.0	7.0
30.12.2000	0.09	140.0	13.0
20.01.2001	0.07	160.0	11.0
31.01.2001	0.07	160.0	11.0
20.02.2001	0.08	170.0	14.0
28.02.2001	0.07	200.0	14.0
10.03.2001	0.07	120.0	8.0
15.03.2001	0.05	140.0	7.0
20.03.2001	0.05	140.0	7.0
25.03.2001	0.08	150.0	12.0
31.03.2001	0.02	170.0	3.0
30.11.2001	0.05	120.0	6.0
20.12.2001	0.05	140.0	7.0
30.12.2001	0.1	180.0	18.0
20.01.2002	0.15	190.0	29.0
31.01.2002	0.18	200.0	36.0
20.02.2002	0.19	220.0	42.0
28.02.2002	0.15	240.0	36.0
10.03.2002	0.05	230.0	12.0
20.03.2002	0.0	-999.0	-999.0
31.10.2002	0.03	-999.0	-999.0
20.11.2002	0.09	150.0	14.0
30.11.2002	0.1	160.0	16.0
20.12.2002	0.16	200.0	32.0
30.12.2002	0.17	240.0	41.0
20.01.2003	0.18	220.0	40.0
31.01.2003	0.19	220.0	42.0
20.02.2003	0.18	220.0	40.0
28.02.2003	0.19	210.0	40.0
10.03.2003	0.14	230.0	32.0
15.03.2003	0.1	230.0	23.0
10.10.2003	0.01	-999.0	-999.0
21.10.2003	0.0	-999.0	-999.0
26.10.2003	0.01	-999.0	-999.0
31.10.2003	0.01	-999.0	-999.0
10.11.2003	0.02	-999.0	-999.0
20.11.2003	0.03	-999.0	-999.0
30.11.2003	0.03	-999.0	-999.0
20.12.2003	0.06	130.0	8.0
30.12.2003	0.08	150.0	12.0
20.01.2004	0.11	170.0	19.0
31.01.2004	0.12	180.0	22.0
20.02.2004	0.16	190.0	30.0
29.02.2004	0.16	200.0	32.0
10.03.2004	0.21	210.0	44.0
15.03.2004	0.2	210.0	42.0
20.03.2004	0.15	230.0	35.0
25.03.2004	0.01	-999.0	-999.0
07.11.2004	0.01	-999.0	-999.0
10.11.2004	0.0	-999.0	-999.0
20.11.2004	0.02	-999.0	-999.0
30.11.2004	0.08	110.0	9.0
20.12.2004	0.12	120.0	14.0
30.12.2004	0.13	130.0	17.0
20.01.2005	0.19	150.0	29.0
31.01.2005	0.18	170.0	31.0
20.02.2005	0.16	190.0	30.0
28.02.2005	0.15	220.0	33.0
10.03.2005	0.12	230.0	28.0
15.03.2005	0.08	240.0	19.0
20.03.2005	0.01	-999.0	-999.0
18.04.2005	0.0	-999.0	-999.0
05.11.2005	0.01	-999.0	-999.0
10.11.2005	0.02	-999.0	-999.0
20.11.2005	0.07	120.0	8.0
30.11.2005	0.12	120.0	14.0
20.12.2005	0.12	130.0	16.0
30.12.2005	0.13	150.0	20.0
10.03.2006	0.1	220.0	22.0
15.03.2006	0.02	-999.0	-999.0
24.03.2006	0.01	-999.0	-999.0
27.03.2006	0.0	-999.0	-999.0
30.03.2006	0.01	-999.0	-999.0
06.04.2006	0.0	-999.0	-999.0
10.04.2006	0.04	-999.0	-999.0
