date	SS4	S2	S1
10.01.1966	0.39	160.0	53.0
20.01.1966	0.49	160.0	53.0
31.01.1966	0.5	150.0	36.0
10.02.1966	0.6	180.0	72.0
15.02.1966	0.6	160.0	70.0
20.02.1966	0.61	170.0	71.0
25.02.1966	0.66	180.0	79.0
28.02.1966	0.59	180.0	74.0
05.03.1966	0.59	160.0	64.0
10.03.1966	0.57	160.0	58.0
15.03.1966	0.44	160.0	56.0
20.03.1966	0.46	200.0	84.0
25.03.1966	0.51	180.0	72.0
31.03.1966	0.37	190.0	74.0
05.04.1966	0.3	210.0	71.0
20.11.1966	0.07	800.0	6.0
30.11.1966	0.13	800.0	10.0
10.12.1966	0.12	110.0	13.0
20.12.1966	0.16	110.0	18.0
31.12.1966	0.18	110.0	20.0
10.01.1967	0.19	110.0	21.0
20.01.1967	0.23	110.0	25.0
31.01.1967	0.22	110.0	24.0
10.02.1967	0.2	130.0	26.0
15.02.1967	0.2	140.0	28.0
20.02.1967	0.2	120.0	24.0
25.02.1967	0.24	120.0	29.0
28.02.1967	0.22	120.0	26.0
05.03.1967	0.23	120.0	28.0
10.03.1967	0.21	130.0	27.0
15.03.1967	0.21	120.0	25.0
20.03.1967	0.15	200.0	30.0
25.03.1967	0.01	-999.0	-999.0
05.04.1967	0.59	120.0	71.0
10.04.1967	0.3	210.0	63.0
15.04.1967	0.05	100.0	5.0
10.11.1967	0.04	-999.0	-999.0
20.11.1967	0.1	900.0	9.0
30.11.1967	0.21	100.0	21.0
10.12.1967	0.33	140.0	46.0
20.12.1967	0.34	150.0	51.0
31.12.1967	0.51	180.0	92.0
10.01.1968	0.46	160.0	74.0
20.01.1968	0.51	170.0	87.0
31.01.1968	0.54	180.0	97.0
10.02.1968	0.57	170.0	97.0
15.02.1968	0.56	170.0	95.0
20.02.1968	0.51	170.0	87.0
25.02.1968	0.6	170.0	102.0
29.02.1968	0.58	170.0	-999.0
05.03.1968	0.56	190.0	106.0
10.03.1968	0.61	180.0	110.0
15.03.1968	0.62	200.0	124.0
20.03.1968	0.58	210.0	122.0
25.03.1968	0.45	260.0	117.0
31.03.1968	0.22	350.0	77.0
20.11.1968	0.24	100.0	24.0
30.11.1968	0.23	100.0	23.0
10.12.1968	0.2	200.0	40.0
20.12.1968	0.21	200.0	42.0
