date	SS4	S2	S1
10.01.1970	-999.0	-999.0	0.0
20.01.1970	0.28	150.0	42.0
31.01.1970	0.29	160.0	46.0
20.12.1970	0.14	130.0	18.0
20.01.1971	0.15	140.0	21.0
31.01.1971	0.15	150.0	23.0
10.02.1971	0.2	160.0	32.0
20.02.1971	0.25	150.0	38.0
25.02.1971	0.3	160.0	48.0
28.02.1971	0.32	170.0	54.0
05.03.1971	0.36	150.0	54.0
10.03.1971	0.4	150.0	60.0
15.03.1971	0.37	180.0	67.0
20.03.1971	0.35	180.0	63.0
25.03.1971	0.39	180.0	70.0
31.03.1971	0.27	250.0	68.0
05.04.1971	0.22	250.0	55.0
10.04.1971	0.2	250.0	50.0
20.12.1971	0.23	130.0	30.0
20.11.1975	0.13	110.0	14.0
NaT	-999.0	-999.0	0.0
20.12.1975	0.06	200.0	12.0
31.12.1975	0.07	230.0	16.0
10.04.1976	-999.0	-999.0	0.0
15.04.1976	-999.0	-999.0	0.0
20.04.1976	0.16	190.0	30.0
25.04.1976	0.04	240.0	10.0
30.04.1976	-999.0	-999.0	0.0
20.11.1976	-999.0	-999.0	0.0
NaT	-999.0	-999.0	0.0
