date	SS4	S2	S1
10.01.1966	0.17	260.0	44.0
20.01.1966	0.19	230.0	44.0
31.01.1966	0.19	230.0	44.0
10.02.1966	0.2	210.0	42.0
20.02.1966	0.2	230.0	46.0
28.02.1966	0.18	230.0	41.0
10.03.1966	0.22	230.0	51.0
15.03.1966	0.2	250.0	50.0
20.03.1966	0.21	240.0	50.0
25.03.1966	0.26	240.0	62.0
31.03.1966	0.13	370.0	48.0
05.04.1966	0.1	370.0	37.0
10.04.1966	0.02	-999.0	-999.0
31.10.1966	0.1	600.0	6.0
10.11.1966	0.06	210.0	13.0
20.11.1966	0.1	190.0	19.0
30.11.1966	0.12	220.0	26.0
10.12.1966	0.16	180.0	29.0
20.12.1966	0.19	170.0	32.0
31.12.1966	0.23	200.0	46.0
10.01.1967	0.18	230.0	41.0
20.01.1967	0.12	230.0	28.0
31.01.1967	0.13	220.0	29.0
10.02.1967	0.15	210.0	32.0
20.02.1967	0.15	210.0	32.0
28.02.1967	0.17	220.0	37.0
05.03.1967	0.15	250.0	38.0
10.03.1967	0.14	250.0	35.0
15.03.1967	0.12	260.0	31.0
20.03.1967	0.04	-999.0	-999.0
10.11.1967	0.04	-999.0	-999.0
20.11.1967	0.1	160.0	16.0
30.11.1967	0.11	170.0	19.0
10.12.1967	0.15	200.0	30.0
20.12.1967	0.18	180.0	32.0
31.12.1967	0.22	180.0	40.0
10.01.1968	0.31	200.0	62.0
20.01.1968	0.28	210.0	59.0
31.01.1968	0.29	220.0	64.0
10.02.1968	0.36	190.0	68.0
20.02.1968	0.34	190.0	65.0
29.02.1968	0.36	190.0	68.0
05.03.1968	0.33	200.0	66.0
10.03.1968	0.24	210.0	50.0
15.03.1968	0.15	250.0	38.0
20.03.1968	0.06	260.0	16.0
10.11.1968	0.09	190.0	17.0
20.11.1968	0.11	190.0	21.0
30.11.1968	0.19	180.0	34.0
10.12.1968	0.2	210.0	42.0
20.12.1968	0.22	200.0	44.0
31.12.1968	0.24	220.0	53.0
10.01.1969	0.26	210.0	55.0
20.01.1969	0.26	210.0	55.0
31.01.1969	0.26	220.0	57.0
10.02.1969	0.24	-999.0	-999.0
20.02.1969	0.34	200.0	68.0
28.02.1969	0.33	220.0	73.0
05.03.1969	0.32	230.0	74.0
10.03.1969	0.32	230.0	74.0
15.03.1969	0.32	240.0	77.0
20.03.1969	0.3	250.0	75.0
25.03.1969	0.21	-999.0	-999.0
31.03.1969	0.14	290.0	41.0
