date	SS4	S2	S1
20.10.1969	0.06	60.0	4.0
20.11.1969	0.23	130.0	30.0
20.12.1969	0.34	150.0	51.0
10.01.1970	-999.0	-999.0	0.0
20.01.1970	0.36	160.0	58.0
31.01.1970	0.38	160.0	61.0
10.02.1970	0.39	160.0	62.0
20.02.1970	0.4	160.0	64.0
28.02.1970	0.4	160.0	64.0
10.03.1970	0.4	170.0	68.0
20.03.1970	0.4	180.0	72.0
31.03.1970	0.44	140.0	62.0
05.04.1970	-999.0	-999.0	0.0
10.04.1970	0.45	170.0	77.0
15.04.1970	-999.0	-999.0	0.0
20.04.1970	0.49	170.0	83.0
25.04.1970	0.48	180.0	86.0
30.04.1970	0.49	180.0	88.0
05.05.1970	0.6	180.0	108.0
10.05.1970	0.56	190.0	106.0
15.05.1970	0.43	210.0	90.0
20.05.1970	0.24	260.0	62.0
10.01.1972	-999.0	-999.0	0.0
20.01.1972	0.75	210.0	158.0
31.01.1972	0.77	210.0	162.0
10.02.1972	0.78	210.0	164.0
20.02.1972	0.79	220.0	174.0
29.02.1972	0.83	220.0	183.0
05.03.1972	-999.0	-999.0	0.0
10.03.1972	0.83	220.0	183.0
15.03.1972	-999.0	-999.0	0.0
20.03.1972	0.86	220.0	189.0
25.03.1972	-999.0	-999.0	0.0
31.03.1972	0.85	230.0	196.0
05.04.1972	-999.0	-999.0	0.0
10.04.1972	0.83	240.0	199.0
15.04.1972	-999.0	-999.0	0.0
20.04.1972	0.86	230.0	198.0
25.04.1972	-999.0	-999.0	0.0
30.04.1972	0.92	230.0	212.0
10.05.1972	0.73	250.0	183.0
20.05.1972	0.2	330.0	66.0
10.04.1974	0.74	220.0	163.0
15.04.1974	-999.0	-999.0	0.0
20.04.1974	0.71	230.0	163.0
25.04.1974	0.8	210.0	168.0
30.04.1974	0.75	230.0	172.0
