25372;1985; 1; 1;  40
25372;1985; 1; 2;  36
25372;1985; 1; 3;  39
25372;1985; 1; 4;  43
25372;1985; 1; 5;  44
25372;1985; 1; 6;  44
25372;1985; 1; 7;  44
25372;1985; 1; 8;  46
25372;1985; 1; 9;  47
25372;1985; 1;10;  45
25372;1985; 1;11;  45
25372;1985; 1;12;  45
25372;1985; 1;13;  45
25372;1985; 1;14;  46
25372;1985; 1;15;  44
25372;1985; 1;16;  46
25372;1985; 1;17;  51
25372;1985; 1;18;  51
25372;1985; 1;19;  47
25372;1985; 1;20;  49
25372;1985; 1;21;  47
25372;1985; 1;22;  55
25372;1985; 1;23;  48
25372;1985; 1;24;  49
25372;1985; 1;25;  49
25372;1985; 1;26;  50
25372;1985; 1;27;  50
25372;1985; 1;28;  49
25372;1985; 1;29;  48
25372;1985; 1;30;  51
25372;1985; 1;31;  56
25372;1985; 2; 1;  57
25372;1985; 2; 2;  55
25372;1985; 2; 3;  59
25372;1985; 2; 4;  59
25372;1985; 2; 5;  59
25372;1985; 2; 6;  59
25372;1985; 2; 7;  61
25372;1985; 2; 8;  59
25372;1985; 2; 9;  59
25372;1985; 2;10;  58
25372;1985; 2;11;  58
25372;1985; 2;12;  58
25372;1985; 2;13;  58
25372;1985; 2;14;  58
25372;1985; 2;15;  58
25372;1985; 2;16;  58
25372;1985; 2;17;  58
25372;1985; 2;18;  58
25372;1985; 2;19;  60
25372;1985; 2;20;  60
25372;1985; 2;21;  60
25372;1985; 2;22;  60
25372;1985; 2;23;  59
25372;1985; 2;24;  59
25372;1985; 2;25;  59
25372;1985; 2;26;  59
25372;1985; 2;27;  59
25372;1985; 2;28;  59
25372;1985; 3; 1;  59
25372;1985; 3; 2;  62
25372;1985; 3; 3;  62
25372;1985; 3; 4;  61
25372;1985; 3; 5;  62
25372;1985; 3; 6;  62
25372;1985; 3; 7;  59
25372;1985; 3; 8;  59
25372;1985; 3; 9;  64
25372;1985; 3;10;  64
25372;1985; 3;11;  64
25372;1985; 3;12;  64
25372;1985; 3;13;  64
25372;1985; 3;14;  64
25372;1985; 3;15;  64
25372;1985; 3;16;  64
25372;1985; 3;17;  64
25372;1985; 3;18;  64
25372;1985; 3;19;  64
25372;1985; 3;20;  64
25372;1985; 3;21;  64
25372;1985; 3;22;  64
25372;1985; 3;23;  64
25372;1985; 3;24;  64
25372;1985; 3;25;  64
25372;1985; 3;26;  64
25372;1985; 3;27;  64
25372;1985; 3;28;  64
25372;1985; 3;29;  64
25372;1985; 3;30;  64
25372;1985; 3;31;  64
25372;1985; 4; 1;  64
25372;1985; 4; 2;  63
25372;1985; 4; 3;  63
25372;1985; 4; 4;  63
25372;1985; 4; 5;  63
25372;1985; 4; 6;  63
25372;1985; 4; 7;  63
25372;1985; 4; 8;  63
25372;1985; 4; 9;  63
25372;1985; 4;10;  63
25372;1985; 4;11;  63
25372;1985; 4;12;  63
25372;1985; 4;13;  63
25372;1985; 4;14;  63
25372;1985; 4;15;  63
25372;1985; 4;16;  63
25372;1985; 4;17;  63
25372;1985; 4;18;  64
25372;1985; 4;19;  64
25372;1985; 4;20;  63
25372;1985; 4;21;  63
25372;1985; 4;22;  64
25372;1985; 4;23;  64
25372;1985; 4;24;  63
25372;1985; 4;25;  63
25372;1985; 4;26;  63
25372;1985; 4;27;  64
25372;1985; 4;28;  64
25372;1985; 4;29;  64
25372;1985; 4;30;  64
25372;1985; 5; 1;  67
25372;1985; 5; 2;  66
25372;1985; 5; 3;  66
25372;1985; 5; 4;  68
25372;1985; 5; 5;  69
25372;1985; 5; 6;  90
25372;1985; 5; 7;  97
25372;1985; 5; 8;  88
25372;1985; 5; 9;  80
25372;1985; 5;10;  83
25372;1985; 5;11;  82
25372;1985; 5;12;  80
25372;1985; 5;13;  80
25372;1985; 5;14;  80
25372;1985; 5;15;  78
25372;1985; 5;16;  81
25372;1985; 5;17;  81
25372;1985; 5;18;  85
25372;1985; 5;19;  95
25372;1985; 5;20;  92
25372;1985; 5;21;  91
25372;1985; 5;22;  82
25372;1985; 5;23;  82
25372;1985; 5;24;  74
25372;1985; 5;25;  72
25372;1985; 5;26;  69
25372;1985; 5;27;  64
25372;1985; 5;28;  60
25372;1985; 5;29;  58
25372;1985; 5;30;  47
25372;1985; 5;31;  42
25372;1985; 6; 1;  40
25372;1985; 6; 2;  38
25372;1985; 6; 3;  37
25372;1985; 6; 4;  27
25372;1985; 6; 5;  21
25372;1985; 6; 6;  18
25372;1985; 6; 7;  12
25372;1985; 6; 8;  11
25372;1985; 6; 9;  10
25372;1985; 6;10;   5
25372;1985; 6;11;   3
25372;1985; 6;12;   3
25372;1985; 6;13;   2
25372;1985; 6;14;   0
25372;1985; 6;15;   0
