date	SS4	S2	S1
10.01.1966	-999.0	-999.0	0.0
20.01.1966	0.35	150.0	53.0
31.01.1966	0.37	160.0	59.0
05.02.1966	-999.0	-999.0	0.0
10.02.1966	0.36	160.0	58.0
15.02.1966	-999.0	-999.0	0.0
20.02.1966	0.36	170.0	61.0
25.02.1966	-999.0	-999.0	0.0
28.02.1966	0.48	130.0	62.0
05.03.1966	0.44	150.0	66.0
10.03.1966	0.42	140.0	59.0
15.03.1966	0.65	140.0	91.0
20.03.1966	0.58	150.0	87.0
25.03.1966	0.52	170.0	88.0
31.03.1966	0.5	170.0	85.0
05.04.1966	0.55	150.0	83.0
10.04.1966	0.59	160.0	94.0
15.04.1966	0.5	180.0	90.0
20.04.1966	0.51	210.0	107.0
25.04.1966	0.35	250.0	88.0
30.04.1966	0.2	280.0	56.0
20.11.1966	0.14	180.0	25.0
20.12.1966	0.21	130.0	27.0
10.01.1967	-999.0	-999.0	0.0
20.01.1967	0.23	130.0	30.0
31.01.1967	0.29	130.0	38.0
05.02.1967	-999.0	-999.0	0.0
10.02.1967	0.27	140.0	38.0
15.02.1967	-999.0	-999.0	0.0
20.02.1967	0.28	140.0	39.0
25.02.1967	-999.0	-999.0	0.0
28.02.1967	0.33	150.0	50.0
05.03.1967	0.29	150.0	44.0
10.03.1967	0.34	140.0	48.0
15.03.1967	0.33	160.0	53.0
20.03.1967	0.32	160.0	51.0
25.03.1967	0.31	160.0	50.0
31.03.1967	0.3	150.0	45.0
05.04.1967	0.31	170.0	53.0
10.04.1967	0.31	180.0	56.0
15.04.1967	0.32	200.0	64.0
20.10.1967	0.02	-999.0	-999.0
20.11.1967	0.21	130.0	27.0
20.12.1967	0.37	150.0	56.0
10.01.1968	-999.0	-999.0	0.0
20.01.1968	0.38	170.0	65.0
31.01.1968	0.39	150.0	59.0
05.02.1968	-999.0	-999.0	0.0
10.02.1968	0.37	170.0	63.0
15.02.1968	-999.0	-999.0	0.0
20.02.1968	0.4	170.0	68.0
25.02.1968	-999.0	-999.0	0.0
29.02.1968	0.37	170.0	63.0
05.03.1968	0.41	170.0	70.0
10.03.1968	0.42	170.0	71.0
15.03.1968	0.42	170.0	71.0
20.03.1968	0.41	180.0	74.0
25.03.1968	0.38	190.0	72.0
31.03.1968	0.33	200.0	66.0
05.04.1968	0.28	220.0	62.0
10.04.1968	0.19	230.0	44.0
15.04.1968	0.18	300.0	54.0
20.11.1968	0.15	140.0	21.0
20.12.1968	0.37	150.0	56.0
20.01.1969	0.41	180.0	74.0
05.02.1969	-999.0	-999.0	0.0
