date	SS4	S2	S1
10.01.1966	0.17	210.0	36.0
20.01.1966	0.2	210.0	42.0
31.01.1966	0.2	210.0	42.0
10.02.1966	0.2	220.0	44.0
20.02.1966	0.2	230.0	46.0
28.02.1966	0.2	220.0	44.0
05.03.1966	0.19	210.0	40.0
10.03.1966	0.2	210.0	42.0
15.03.1966	0.22	200.0	44.0
20.03.1966	0.24	210.0	50.0
25.03.1966	0.22	240.0	53.0
31.03.1966	0.16	240.0	38.0
05.04.1966	0.1	280.0	28.0
10.04.1966	0.06	290.0	17.0
15.04.1966	0.05	290.0	15.0
31.10.1966	0.02	-999.0	-999.0
10.11.1966	0.04	-999.0	-999.0
20.11.1966	0.07	180.0	13.0
30.11.1966	0.09	190.0	17.0
10.12.1966	0.14	160.0	22.0
20.12.1966	0.15	160.0	24.0
31.12.1966	0.19	160.0	30.0
10.01.1967	0.18	170.0	31.0
20.01.1967	0.14	220.0	31.0
31.01.1967	0.14	200.0	28.0
10.02.1967	0.12	220.0	26.0
20.02.1967	0.14	200.0	28.0
28.02.1967	0.14	220.0	31.0
05.03.1967	0.15	210.0	32.0
10.03.1967	0.14	210.0	29.0
15.03.1967	0.13	270.0	35.0
20.03.1967	0.05	290.0	15.0
25.03.1967	0.03	-999.0	-999.0
31.03.1967	0.01	-999.0	-999.0
05.04.1967	0.0	-999.0	0.0
05.05.1967	0.03	-999.0	-999.0
31.10.1967	0.02	-999.0	-999.0
10.11.1967	0.04	-999.0	-999.0
20.11.1967	0.08	140.0	11.0
30.11.1967	0.09	170.0	15.0
10.12.1967	0.13	140.0	18.0
20.12.1967	0.15	200.0	30.0
31.12.1967	0.2	180.0	36.0
10.01.1968	0.26	170.0	44.0
20.01.1968	0.21	180.0	38.0
31.01.1968	0.21	200.0	42.0
10.02.1968	0.28	200.0	56.0
20.02.1968	0.27	180.0	49.0
29.02.1968	0.26	200.0	52.0
05.03.1968	0.25	210.0	53.0
10.03.1968	0.24	240.0	58.0
15.03.1968	0.22	240.0	53.0
20.03.1968	0.19	250.0	48.0
25.03.1968	0.21	270.0	57.0
31.03.1968	0.17	270.0	46.0
05.04.1968	0.1	300.0	30.0
10.04.1968	0.08	300.0	24.0
15.04.1968	0.01	-999.0	-999.0
31.10.1968	0.02	-999.0	-999.0
10.11.1968	0.05	160.0	8.0
20.11.1968	0.08	140.0	11.0
30.11.1968	0.13	180.0	23.0
10.12.1968	0.16	190.0	30.0
20.12.1968	0.14	240.0	34.0
31.12.1968	0.18	210.0	38.0
10.01.1969	0.19	210.0	40.0
20.01.1969	0.21	200.0	42.0
31.01.1969	0.21	200.0	42.0
10.02.1969	0.25	220.0	55.0
20.02.1969	0.27	220.0	59.0
28.02.1969	0.26	230.0	60.0
05.03.1969	0.21	250.0	53.0
10.03.1969	0.21	240.0	50.0
15.03.1969	0.2	260.0	52.0
20.03.1969	0.22	220.0	48.0
25.03.1969	0.21	270.0	57.0
31.03.1969	0.18	270.0	49.0
05.04.1969	0.14	300.0	42.0
10.10.1970	0.02	-999.0	-999.0
20.11.1970	0.02	-999.0	-999.0
30.11.1970	0.03	-999.0	-999.0
10.12.1970	0.06	900.0	5.0
20.12.1970	0.07	100.0	7.0
31.12.1970	0.08	100.0	8.0
10.01.1971	0.13	110.0	14.0
20.01.1971	0.11	150.0	17.0
31.01.1971	0.15	140.0	21.0
10.02.1971	0.16	140.0	22.0
20.02.1971	0.16	160.0	26.0
28.02.1971	0.17	160.0	27.0
05.03.1971	0.17	160.0	27.0
10.03.1971	0.16	170.0	27.0
15.03.1971	0.16	170.0	27.0
20.03.1971	0.15	170.0	26.0
25.03.1971	0.1	230.0	23.0
31.03.1971	0.03	-999.0	-999.0
05.04.1971	0.01	-999.0	-999.0
31.10.1971	0.02	-999.0	-999.0
30.11.1971	0.16	140.0	22.0
10.12.1971	0.18	180.0	32.0
20.12.1971	0.12	220.0	26.0
31.12.1971	0.15	160.0	24.0
10.02.1974	0.18	240.0	43.0
20.02.1974	0.2	220.0	44.0
28.02.1974	0.2	240.0	48.0
05.03.1974	0.19	240.0	45.0
10.03.1974	0.21	250.0	52.0
15.03.1974	0.2	250.0	50.0
20.03.1974	0.18	250.0	45.0
25.03.1974	0.18	260.0	47.0
31.03.1974	0.16	270.0	43.0
05.04.1974	0.11	290.0	32.0
10.04.1974	0.04	280.0	11.0
15.04.1974	-999.0	-999.0	0.0
20.04.1974	-999.0	-999.0	0.0
25.04.1974	-999.0	-999.0	0.0
30.04.1974	-999.0	-999.0	0.0
10.10.1974	-999.0	-999.0	0.0
10.11.1974	0.09	210.0	19.0
20.11.1974	0.09	270.0	24.0
30.11.1974	0.09	270.0	24.0
10.12.1974	0.12	170.0	20.0
20.12.1974	0.18	190.0	34.0
31.12.1974	0.24	150.0	36.0
10.01.1975	0.24	200.0	48.0
10.02.1975	0.27	190.0	51.0
05.03.1975	0.26	230.0	60.0
05.04.1975	0.02	-999.0	-999.0
10.10.1975	-999.0	-999.0	0.0
20.10.1975	-999.0	-999.0	0.0
30.10.1975	-999.0	-999.0	0.0
10.11.1975	0.05	120.0	6.0
10.12.1975	0.08	170.0	14.0
10.01.1976	0.1	210.0	21.0
20.01.1976	0.11	200.0	22.0
31.01.1976	0.16	180.0	29.0
10.02.1976	0.19	170.0	32.0
20.02.1976	0.19	190.0	36.0
29.02.1976	0.19	220.0	42.0
05.03.1976	0.2	210.0	42.0
10.03.1976	0.18	220.0	40.0
15.03.1976	0.18	210.0	38.0
20.03.1976	0.2	200.0	40.0
25.03.1976	0.2	200.0	40.0
31.03.1976	0.19	210.0	40.0
05.04.1976	0.16	220.0	35.0
10.11.1976	0.01	-999.0	-999.0
20.11.1976	0.02	-999.0	-999.0
30.11.1976	0.04	-999.0	-999.0
10.12.1976	0.12	180.0	22.0
20.12.1976	0.12	190.0	23.0
31.12.1976	0.15	190.0	28.0
10.01.1977	0.17	180.0	31.0
20.01.1977	0.18	180.0	32.0
31.01.1977	0.17	180.0	31.0
10.02.1977	0.18	190.0	34.0
20.02.1977	0.19	210.0	40.0
28.02.1977	0.21	200.0	42.0
05.03.1977	0.21	210.0	44.0
10.03.1977	0.18	210.0	38.0
15.03.1977	0.17	210.0	36.0
20.03.1977	0.16	220.0	35.0
25.03.1977	0.16	230.0	37.0
31.03.1977	0.08	260.0	21.0
05.04.1977	0.06	250.0	15.0
10.04.1977	-999.0	-999.0	0.0
10.11.1977	0.03	-999.0	-999.0
