24656;1966; 1; 2;20;  34;0.16;  54
24656;1966; 2; 2;20;  39;0.16;  62
24656;1966; 3; 2; 5;    ;    ;   0
24656;1966; 3; 2;10;    ;    ;   0
24656;1966; 3; 2;15;    ;    ;   0
24656;1966; 3; 2;20;  41;0.17;  70
24656;1966; 3; 2;25;  43;0.17;  73
24656;1966; 3; 2;31;  41;0.17;  70
24656;1966; 4; 2; 5;  44;0.17;  75
24656;1966; 4; 2;10;  42;0.18;  76
24656;1966; 4; 2;15;  41;0.18;  74
24656;1966; 4; 2;20;  38;0.18;  68
24656;1966; 4; 2;25;  22;0.18;  40
24656;1966; 4; 2;30;  14;0.29;  41
24656;1966;10; 2;20;  19;0.20;  38
24656;1966;11; 2;20;  36;0.19;  68
24656;1966;12; 2;20;  37;0.17;  63
24656;1967; 1; 2;20;  45;0.18;  81
24656;1967; 2; 2;20;  47;0.18;  85
24656;1967; 3; 2; 5;    ;    ;   0
24656;1967; 3; 2;10;  51;0.19;  97
24656;1967; 3; 2;15;  62;0.20; 121
24656;1967; 3; 2;20;  58;0.17;    
24656;1967; 3; 2;25;  55;0.18;    
24656;1967; 3; 2;31;  55;0.20; 110
24656;1967; 4; 2; 5;  54;0.20; 108
24656;1967; 4; 2;10;  54;0.20; 108
24656;1967; 4; 2;15;  54;0.20; 108
24656;1967; 4; 2;20;  50;0.17;  85
24656;1967; 4; 2;25;  54;0.17;  92
24656;1967; 4; 2;30;  50;0.19;  95
24656;1967; 5; 2; 5;  11;0.23;  25
24656;1967; 5; 2;10;  10;0.29;  29
24656;1967; 5; 2;15;    ;    ;   0
24656;1967; 5; 2;20;    ;    ;   0
24656;1967; 5; 2;25;    ;    ;   0
24656;1967; 5; 2;31;    ;    ;   0
24656;1967;10; 2;20;   5;0.14;   7
24656;1967;11; 2;20;  26;0.14;  36
24656;1967;12; 2;20;  31;0.16;  50
24656;1968; 1; 2;10;    ;    ;   0
24656;1968; 1; 2;20;  38;0.16;  61
24656;1968; 1; 2;31;  37;0.17;  63
24656;1968; 2; 2;10;  38;0.17;  65
24656;1968; 2; 2;20;  40;0.17;  68
24656;1968; 2; 2;29;    ;    ;   0
24656;1968; 3; 2;10;  46;0.15;  69
24656;1968; 3; 2;20;  42;0.15;  63
24656;1968; 3; 2;31;  48;0.16;  77
24656;1968; 4; 2;10;  40;0.18;  72
24656;1968; 4; 2;15;  40;0.19;  76
24656;1968; 4; 2;20;  34;0.21;  71
24656;1968; 4; 2;25;  22;0.26;  57
24656;1968; 4; 2;30;   8;0.27;  22
24656;1968; 5; 2; 5;   4;    ;    
24656;1968;10; 2;20;  12;0.13;  16
24656;1968;11; 2;20;  49;0.14;  69
24656;1968;12; 2;20;  56;0.18; 101
24656;1969; 1; 2;20;  60;0.18; 108
24656;1969; 2; 2;20;  61;0.19; 116
24656;1969; 3; 2;10;  60;0.18; 108
24656;1969; 3; 2;20;  57;0.17;  97
24656;1969; 3; 2;31;  57;0.18; 103
24656;1969; 4; 2; 5;  67;0.17; 114
24656;1969; 4; 2;10;  69;0.19; 131
24656;1969; 4; 2;15;  62;0.20; 124
24656;1969; 4; 2;20;  63;0.20; 126
24656;1969; 4; 2;25;  66;0.20; 132
24656;1969; 4; 2;30;  63;0.22; 139
24656;1969; 5; 2; 5;  55;0.21; 116
24656;1969; 5; 2;10;  43;0.22;  95
24656;1969; 5; 2;15;  18;0.28;  50
24656;1969; 5; 2;20;    ;    ;   0
24656;1969; 5; 2;25;    ;    ;   0
