"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","EMXP","PRCP"
"RSM00029570","KRASNOJARSK, RS","56.0331","92.75","277.0","2010","1.42","19.16"
"RSM00031152","NELKAN, RS","57.65","136.15","326.0","2010","1.08","16.04"
"RSM00032121","ILYINSKIY, RS","48.0","142.2164","17.0","2010","1.30","34.26"
"RSM00032363","ESSO, RS","55.9","158.7","481.0","2010","0.95","19.02"
"RSM00032246","OSSORA, RS","59.3","163.17","3.0","2010","1.24","26.90"
"RSM00023904","KOIGORODOK, RS","60.45","50.97","124.0","2010","1.13","20.63"
"RSE00149340","PERESLAVL ZALESSKIJ, RS","56.7","38.8","174.0","2010","1.37","24.41"
"RSM00029328","BAKCHAR, RS","57.0","82.07","109.0","2010","1.06","17.36"
"RSM00026298","BOLOGOE, RS","57.9","34.1","213.0","2010","2.64","31.35"
"RSE00151775","ROSTOSHI, RS","51.9","43.6","161.0","2010","1.28","18.32"
"RSE00150200","UST OZERNOE, RS","58.88","87.75","113.0","2010","0.85","20.54"
"RSM00031285","UDSKOE, RS","54.5","134.4197","62.0","2010","1.91","34.02"
"RSM00034432","CERTKOVO, RS","49.4","40.2","145.0","2010","1.17","19.01"
"RSM00031168","AJAN, RS","56.45","138.15","6.0","2010","3.37","34.00"
"RSM00032014","MOSKALVO, RS","53.57","142.5","5.0","2010","1.25","30.09"
"RSM00020744","MALIYE KARMAKULY, RS","72.3794","52.73","18.0","2010",,
"RSM00022802","SORTAVALA, RS","61.7167","30.7167","17.0","2010","1.47","23.52"
"RSM00029557","TISUL, RS","55.75","88.32","210.0","2010","1.52","21.30"
"RSM00020982","VOLOCHANKA, RS","70.97","94.5","37.0","2010","0.65","16.54"
"RSM00028224","PERM, RS","58.0167","56.3","171.0","2010","1.06","22.97"
"RSM00029313","PUDINO, RS","57.57","79.43","96.0","2010","1.12","21.34"
"RSM00029430","TOMSK, RS","56.5","84.9167","141.0","2010","0.59","20.09"
"RSM00031174","BOLSOY SANTAR, RS","54.83","137.53","9.0","2010","3.01","28.37"
"RSM00031295","MAGDAGACI, RS","53.467","125.817","370.0","2010",,
"RSM00034321","VALUJKI, RS","50.2","38.1","112.0","2010","1.20","25.24"
"RSM00032145","NEVELSK, RS","46.67","141.87","22.0","2010","3.50","49.52"
"RSM00034202","GOTNJA, RS","50.8","35.8164","226.0","2010","0.98","21.75"
"RSM00030089","DZHIKIMDA, RS","59.02","121.77","174.0","2010","0.93","13.61"
"RSM00032389","KLJUCHI, RS","56.3167","160.8331","28.0","2010","1.81","24.54"
"BOM00026701","BALTIJSK, BO","54.65","19.9","4.0","2010","1.79","27.44"
"BOM00026706","ZHELEZNODOROZHNYJ, BO","54.38","21.3","49.0","2010","1.30","25.45"
"RSM00021946","CHOKURDAH, RS","70.6167","147.8831","44.0","2010","0.48","9.33"
"RSM00021824","TIKSI, RS","71.58","128.9197","6.0","2010","0.88","13.72"
"RSM00027008","BABAEVO, RS","59.4","35.9","137.0","2010","0.92","24.26"
"RSM00028698","OMSK, RS","55.0167","73.3831","121.0","2010","0.77","11.25"
"RSM00026157","GDOV, RS","58.7","27.8","40.0","2010","1.93","28.50"
"RSM00029789","VERHNJAJA GUTARA, RS","54.22","96.97","983.0","2010","1.35","19.73"
"RSM00028573","ISCHIM AMSG, RS","56.0994","69.43","81.0","2010","0.69","11.61"
"RSM00032149","MYS KRILON, RS","45.9","142.08","34.0","2010","2.39","46.87"
"RSM00029664","SVETLOLOBOVO, RS","55.1","90.8","326.0","2010","1.00","11.04"
"RSM00026275","STARAJA RUSSA, RS","58.0","31.3","24.0","2010","1.04","26.56"
"RSM00027485","JOSKAR OLA, RS","56.6","47.9","106.0","2010","1.27","19.32"
"RSM00029541","TAJGA, RS","56.07","85.62","250.0","2010","1.56","23.19"
"RSM00030650","ROMANOVKA, RS","53.2","112.8","920.0","2010","0.87","10.86"
"RSM00031981","ANUCINO, RS","43.967","133.067","188.0","2010",,
"RSM00023678","VERHNEIMBATSK, RS","63.15","87.95","46.0","2010","1.07","29.97"
"RSM00022583","KOJNAS, RS","64.75","47.65","63.0","2010","1.30","21.83"
"RSM00023552","TARKO SALE, RS","64.92","77.82","26.0","2010","1.44","25.88"
"RSM00024641","VILJUJSK, RS","63.7831","121.6167","110.0","2010","1.24","10.04"
"RSM00026702","KALININGRAD, RS","54.7167","20.55","21.0","2010","1.51","31.30"
"RSM00020046","POLAR GMO IM.E.T.KRENKELJ, RS","80.6","58.0","22.0","2010",,
"RSM00022101","JANISKOSKI, RS","69.0","28.8","99.0","2010","1.25","22.33"
"RSM00024643","HATYRYK HOMO, RS","63.95","124.83","76.0","2010","1.62","13.04"
"RSM00024763","KREST HALDZHAY, RS","62.8","134.4","119.0","2010","0.56","11.34"
"RSM00030777","SRETENSK, RS","52.2331","117.7","528.0","2010","1.83","14.61"
"RSM00031624","URMI, RS","49.4","133.233","198.0","2010",,
"RSM00031866","SOSUNOVO, RS","46.533","138.333","4.0","2010",,
"RSM00031987","PARTIZANSK, RS","43.15","133.017","208.0","2010",,
"RSM00030536","BARGUZINSKIJ ZAPOVEDNIK, RS","54.33","109.53","468.0","2010","0.94","17.23"
"RSM00031989","PREOBRAZHENIE, RS","42.9","133.9","44.0","2010","2.28","34.03"
"RSM00037054","MINERAL NYE VODY, RS","44.2","43.1","316.0","2010","1.86","20.08"
"RSM00023662","TOLKA, RS","63.98","82.08","31.0","2010","0.93","23.21"
"RSM00030309","BRATSK, RS","56.28","101.75","411.0","2010","1.02","16.41"
"RSM00031873","DALNERECHENSK, RS","45.8667","133.733","97.0","2010","2.02","27.67"
"RSM00030673","MOGOCA, RS","53.75","119.7331","624.0","2010","1.41","17.67"
"RSM00022204","KOVDOR, RS","67.5697","30.45","246.0","2010","1.73","23.69"
"RSM00037061","BUDENNOVSK, RS","44.8","44.1","136.0","2010","1.21","18.30"
"RSM00023656","HALESOVAJA, RS","63.38","78.32","66.0","2010","1.03","22.00"
"RSM00025956","APUKA, RS","60.43","169.67","3.0","2010",,
"RSM00036096","KYZYL, RS","51.72","94.5","626.0","2010","1.21","11.26"
"RSM00023418","PECHORA, RS","65.1167","57.1","53.0","2010","0.65","24.11"
"RSM00024507","TURA, RS","64.2667","100.2331","188.0","2010","0.65","12.26"
"RSM00024982","UEGA, RS","60.72","142.78","396.0","2010","1.11","14.04"
"RSM00023891","BAJKIT, RS","61.6667","96.3667","256.0","2010","1.03","19.76"
"RSM00030433","NIZHNEANGARSK, RS","55.78","109.55","477.0","2010","1.31","16.23"
"RSM00030554","BAGDARIN, RS","54.47","113.58","901.0","2010","2.82","15.93"
"RSM00030555","TROICKIJ PRIISK, RS","54.6167","113.1331","1315.0","2010","2.29","17.37"
"RSM00030437","KARAM, RS","55.15","107.62","495.0","2010","0.90","17.68"
"RSM00031527","ZAVITAJA, RS","50.117","129.467","241.0","2010",,
"RSM00030683","EROFEJ PAVLOVIC, RS","53.967","121.933","522.0","2010",,
"RSM00023527","SARAN PAUL, RS","64.28","60.88","28.0","2010","1.33","17.85"
"RSM00022438","ZHIZHGIN MAYAK, RS","65.2","36.82","26.0","2010","0.61","13.26"
"RSM00023405","UST TZILMA, RS","65.4331","52.2667","78.0","2010","0.93","20.11"
"RSM00025703","SEJMCHAN, RS","62.9167","152.4167","206.0","2010","0.66","13.47"
"RSM00024738","SUNTAR, RS","62.15","117.65","131.0","2010","1.20","13.21"
"RSM00025705","SREDNEKAN, RS","62.45","152.32","264.0","2010","1.26","27.03"
"RSM00022550","ARHANGELSK, RS","64.5","40.7331","8.0","2010","1.21","27.59"
"RSM00022676","SURA, RS","63.6","45.6","62.0","2010","1.06","18.30"
"RSM00023884","BOR, RS","61.6","90.0167","62.0","2010","1.05","23.98"
"RSM00031532","CEKUNDA, RS","50.8667","132.25","271.0","2010",,
"RSM00031895","MELNICHNOE, RS","45.45","135.5","331.0","2010","1.83","30.81"
"RSM00030565","UST KARENGA, RS","54.4","116.5","686.0","2010","2.24","18.70"
"RSM00031416","IM. POLINY OSIPENKO, RS","52.4167","136.5","73.0","2010","2.60","23.91"
"RSM00034927","KRASNODAR, RS","45.03","39.15","29.0","2010","1.07","30.15"
"RSM00030328","ORLINGA, RS","56.05","105.83","338.0","2010","1.00","20.33"
"RSM00031538","SUTUR, RS","50.1","132.1","343.0","2010","1.34","23.94"
"RSM00030692","SKOVORODINO, RS","54.0","123.9667","397.0","2010","1.07","16.31"
"RSM00030695","DZALINDA, RS","53.5","123.9","266.0","2010","1.56","18.48"
"RSM00024726","MIRNYJ, RS","62.5","113.9","351.0","2010","1.60","13.76"
"RSM00024967","TEGJULTJA, RS","60.47","130.0","173.0","2010","0.57","8.33"
"RSM00023514","IRAEL, RS","64.52","55.4","156.0","2010","2.06","29.04"
"RSM00024966","UST MAJA, RS","60.3831","134.4497","169.0","2010","0.85","12.83"
"RSM00024606","KISLOKAN, RS","63.58","103.97","209.0","2010","0.75","14.69"
"RSM00023631","BEREZOVO, RS","63.93","65.05","27.0","2010","1.68","21.02"
"RSM00031788","LERMONTOVKA, RS","47.1","134.3","75.0","2010","1.68","27.94"
"RSM00030337","KAZACHINSKOE, RS","56.32","107.62","355.0","2010","0.73","17.52"
"RSE00151025","IVOLGINSK, RS","51.75","107.3","562.0","2010","0.67","7.64"
"RSE00152235","SOSNOVKA, RS","51.15","94.52","947.0","2010","1.17","16.26"
"RSM00030219","MAKSIMOVO, RS","57.1","104.97","354.0","2010",,
"RSM00023867","LARYAK, RS","61.1","80.25","55.0","2010","1.41","24.37"
"RSM00024713","NAKANNO, RS","62.88","108.43","246.0","2010",,
"RSM00023986","SEVERO ENISEJSK, RS","60.38","93.03","513.0","2010","0.93","37.00"
"RSM00025922","SHELIHOVO, RS","60.72","155.88","34.0","2010","1.45","21.46"
"RSM00037099","SOTCHI, RS","43.58","39.77","57.0","2010","2.40","61.12"
"RSM00024959","JAKUTSK, RS","62.0167","129.7167","98.0","2010","0.87","7.94"
"RSM00022892","VYBORG, RS","60.72","28.8","14.0","2010","0.88","26.07"
"RSE00152340","ZELENCHUKSKAJA, RS","43.87","41.57","928.0","2010","1.56","28.80"
"RSM00024951","ISIT, RS","60.8167","125.3167","117.0","2010","0.85","11.93"
"RSM00031677","SOLEKUL, RS","49.2","138.1","915.0","2010","1.70","33.33"
"RSM00030469","KALAKAN, RS","55.12","116.77","612.0","2010","3.15","17.05"
"RSM00034949","STAVROPOL AMSG, RS","45.05","42.02","473.0","2010","1.61","22.18"
"RSM00031439","BOGORODSKOE, RS","52.38","140.47","33.0","2010","1.05","24.98"
"RSM00029282","BOGUCANY, RS","58.3831","97.45","131.0","2010","0.49","12.94"
"RSM00030471","SREDNIJ KALAR, RS","55.87","117.37","748.0","2010","1.43","20.26"
"RSM00030230","KIRENSK, RS","57.7667","108.0667","256.0","2010","1.09","13.54"
"RSM00031562","NIZHNE TAMBOVSKOE, RS","50.9","138.2164","20.0","2010","2.94","32.91"
"RSM00031443","MAZANOVO, RS","51.63","128.82","161.0","2010","3.08","24.85"
"RSM00022768","SHENKURSK, RS","62.1","42.9","47.0","2010","1.52","19.25"
"RSM00022887","KOTLAS, RS","61.2331","46.7167","56.0","2010","1.06","20.98"
"RSM00024944","OLEKMINSK, RS","60.4","120.4167","223.0","2010","0.65","11.37"
"RSM00022408","UKHTA KALEVALA, RS","65.2","31.17","118.0","2010","0.91","22.29"
"RSM00025912","OLA, RS","59.57","151.28","4.0","2010","2.02","17.88"
"RSM00025913","MAGADAN, RS","59.55","150.7831","115.0","2010","2.29","26.51"
"RSM00022641","ONEGA, RS","63.9","38.1167","13.0","2010","0.90","24.90"
"RSM00022520","KEM PORT, RS","64.9831","34.8164","7.0","2010","1.43","19.00"
"RSM00030356","TAKSIMO, RS","56.38","114.83","513.0","2010","1.63","17.76"
"RSM00029393","CHERVJANKA, RS","57.65","99.53","219.0","2010","3.06","14.48"
"RSM00031329","EKIMCHAN, RS","53.0831","132.983","540.0","2010","1.71","29.78"
"RSM00028064","LEUSI, RS","59.6167","65.7167","70.0","2010","0.98","13.47"
"RSM00032539","NACHIKI, RS","53.1","157.7","317.0","2010","1.87","33.74"
"RSM00030484","SREDNJAJA OLEKMA, RS","55.43","120.55","526.0","2010","1.90","17.92"
"RSM00023724","NJAKSIMVOL, RS","62.43","60.8694","51.0","2010","1.18","16.57"
"RSM00023966","VANZIL KYNAK, RS","60.35","84.08","98.0","2010","1.41","27.79"
"RSM00024933","KILEER, RS","60.95","119.3","247.0","2010",,
"RSM00024817","ERBOGACEN, RS","61.2667","108.0167","284.0","2010","1.30","13.02"
"RSM00029023","NAPAS, RS","59.85","81.95","77.0","2010","1.68","23.03"
"RSM00032547","SOSNOVKA 1, RS","53.1","158.3","40.0","2010","2.30","39.36"
"RSM00029263","ENISEJSK, RS","58.45","92.15","77.0","2010","2.23","21.32"
"RSM00027083","OPARINO, RS","59.9","48.3","180.0","2010","2.40","24.71"
