date	SS4	S2	S1
20.01.1997	0.4	180.0	72.0
31.01.1997	0.41	180.0	74.0
20.02.1997	0.43	180.0	77.0
28.02.1997	0.41	190.0	78.0
15.03.1997	0.43	190.0	82.0
20.03.1997	0.4	200.0	80.0
25.03.1997	0.35	220.0	77.0
31.03.1997	0.29	250.0	73.0
10.04.1997	0.11	280.0	31.0
20.11.1997	0.06	120.0	7.0
30.11.1997	0.07	120.0	8.0
20.12.1997	0.12	140.0	17.0
31.12.1997	0.21	120.0	25.0
20.01.1998	0.27	150.0	41.0
31.01.1998	0.28	160.0	45.0
20.02.1998	0.29	170.0	49.0
28.02.1998	0.29	170.0	49.0
15.03.1998	0.28	180.0	50.0
20.03.1998	0.28	180.0	50.0
25.03.1998	0.27	180.0	49.0
31.03.1998	0.26	190.0	49.0
10.04.1998	0.06	280.0	17.0
20.04.1998	0.03	-999.0	-999.0
20.11.1998	0.24	170.0	41.0
30.11.1998	0.27	170.0	46.0
20.12.1998	0.39	170.0	66.0
30.12.1998	0.37	180.0	67.0
20.01.1999	0.4	190.0	76.0
31.01.1999	0.39	200.0	78.0
20.02.1999	0.42	200.0	84.0
28.02.1999	0.42	200.0	84.0
15.03.1999	0.44	200.0	88.0
20.03.1999	0.44	200.0	88.0
25.03.1999	0.45	200.0	90.0
31.03.1999	0.43	210.0	90.0
10.04.1999	0.24	260.0	62.0
15.04.1999	0.09	340.0	31.0
20.04.1999	0.04	-999.0	-999.0
30.11.1999	0.1	140.0	14.0
20.12.1999	0.18	140.0	25.0
30.12.1999	0.2	150.0	30.0
20.01.2000	0.21	150.0	32.0
31.01.2000	0.18	140.0	25.0
20.02.2000	0.23	150.0	35.0
29.02.2000	0.26	160.0	42.0
15.03.2000	0.27	170.0	46.0
20.03.2000	0.3	180.0	54.0
25.03.2000	0.28	200.0	56.0
31.03.2000	0.23	230.0	53.0
10.04.2000	0.2	250.0	50.0
20.10.2000	0.03	-999.0	-999.0
31.10.2000	0.01	-999.0	-999.0
20.11.2000	0.11	100.0	11.0
30.11.2000	0.16	120.0	19.0
20.12.2000	0.22	150.0	33.0
30.12.2000	0.23	160.0	37.0
20.01.2001	0.24	170.0	41.0
31.01.2001	0.24	150.0	36.0
20.02.2001	0.29	150.0	44.0
28.02.2001	0.29	160.0	46.0
15.03.2001	0.28	180.0	50.0
20.03.2001	0.34	170.0	58.0
25.03.2001	0.37	170.0	63.0
31.03.2001	0.36	210.0	76.0
10.04.2001	0.28	240.0	67.0
15.04.2001	0.14	280.0	39.0
30.11.2001	0.03	-999.0	-999.0
20.12.2001	0.12	150.0	18.0
30.12.2001	0.16	140.0	22.0
20.01.2002	0.19	170.0	32.0
31.01.2002	0.18	150.0	27.0
20.02.2002	0.21	170.0	36.0
28.02.2002	0.21	170.0	36.0
15.03.2002	0.13	250.0	33.0
20.03.2002	0.12	240.0	29.0
25.03.2002	0.12	240.0	29.0
31.03.2002	0.12	250.0	30.0
10.04.2002	0.04	-999.0	-999.0
15.04.2002	0.02	-999.0	-999.0
20.04.2002	0.01	-999.0	-999.0
31.10.2002	0.07	120.0	8.0
20.11.2002	0.15	130.0	20.0
30.11.2002	0.14	150.0	21.0
20.12.2002	0.23	150.0	35.0
30.12.2002	0.22	160.0	35.0
20.01.2003	0.3	160.0	48.0
31.01.2003	0.33	160.0	53.0
20.02.2003	0.35	160.0	56.0
28.02.2003	0.37	160.0	59.0
15.03.2003	0.36	170.0	61.0
20.03.2003	0.36	180.0	65.0
25.03.2003	0.29	220.0	64.0
31.03.2003	0.25	-999.0	-999.0
10.04.2003	0.03	-999.0	-999.0
15.04.2003	0.02	-999.0	-999.0
20.10.2003	0.0	-999.0	-999.0
31.10.2003	0.1	100.0	10.0
20.11.2003	0.15	120.0	18.0
30.11.2003	0.17	140.0	24.0
20.12.2003	0.21	140.0	29.0
30.12.2003	0.22	140.0	31.0
20.01.2004	0.27	170.0	46.0
31.01.2004	0.31	140.0	43.0
20.02.2004	0.33	160.0	53.0
29.02.2004	0.39	160.0	62.0
15.03.2004	0.39	170.0	66.0
20.03.2004	0.38	170.0	65.0
25.03.2004	0.36	180.0	65.0
31.03.2004	0.35	180.0	63.0
10.04.2004	0.15	230.0	35.0
15.04.2004	0.14	240.0	34.0
20.04.2004	0.08	250.0	20.0
20.11.2004	0.07	160.0	11.0
30.11.2004	0.1	150.0	15.0
20.12.2004	0.23	140.0	32.0
30.12.2004	0.26	150.0	39.0
20.01.2005	0.32	140.0	45.0
31.01.2005	0.35	160.0	56.0
20.02.2005	0.36	160.0	58.0
28.02.2005	0.36	160.0	58.0
15.03.2005	0.35	170.0	60.0
20.03.2005	0.33	180.0	59.0
25.03.2005	0.28	190.0	53.0
31.03.2005	0.19	210.0	40.0
20.11.2005	0.08	110.0	9.0
30.11.2005	0.16	120.0	19.0
20.12.2005	0.19	130.0	25.0
30.12.2005	0.21	150.0	32.0
20.01.2006	0.26	150.0	39.0
31.01.2006	0.25	160.0	40.0
10.04.2006	0.35	180.0	63.0
15.04.2006	0.35	180.0	63.0
20.04.2006	0.31	200.0	62.0
25.04.2006	0.08	260.0	21.0
