date	SS4	S2	S1
20.01.1997	0.11	240.0	26.0
31.01.1997	0.08	220.0	18.0
20.02.1997	0.09	220.0	20.0
28.02.1997	0.07	240.0	17.0
10.03.1997	0.05	210.0	11.0
20.03.1997	0.05	240.0	12.0
25.03.1997	0.02	-999.0	-999.0
31.10.1997	0.04	-999.0	-999.0
20.12.1997	0.02	-999.0	-999.0
31.12.1997	0.02	-999.0	-999.0
20.01.1998	0.03	-999.0	-999.0
31.01.1998	0.02	-999.0	-999.0
20.02.1998	0.03	-999.0	-999.0
28.02.1998	0.02	-999.0	-999.0
19.03.1998	0.01	-999.0	-999.0
10.11.1998	0.02	-999.0	-999.0
20.11.1998	0.04	-999.0	-999.0
30.11.1998	0.03	-999.0	-999.0
20.12.1998	0.04	-999.0	-999.0
30.12.1998	0.05	-999.0	-999.0
20.01.1999	0.05	190.0	10.0
31.01.1999	0.06	260.0	16.0
20.02.1999	0.04	-999.0	-999.0
28.02.1999	0.01	-999.0	-999.0
10.03.1999	0.02	-999.0	-999.0
31.10.1999	0.04	-999.0	-999.0
20.11.1999	0.06	200.0	12.0
30.11.1999	0.06	210.0	13.0
20.12.1999	0.08	170.0	14.0
30.12.1999	0.09	160.0	14.0
20.01.2000	0.08	230.0	18.0
31.01.2000	0.07	190.0	13.0
20.02.2000	0.06	210.0	13.0
29.02.2000	0.07	300.0	21.0
10.03.2000	0.05	240.0	12.0
15.03.2000	0.03	-999.0	-999.0
20.03.2000	0.06	170.0	10.0
25.03.2000	0.08	-999.0	-999.0
31.03.2000	0.03	-999.0	-999.0
20.12.2000	0.02	-999.0	-999.0
30.12.2000	0.02	-999.0	-999.0
20.01.2001	0.05	120.0	6.0
31.01.2001	0.05	180.0	9.0
20.02.2001	0.04	-999.0	-999.0
28.02.2001	0.02	-999.0	-999.0
10.03.2001	0.01	-999.0	-999.0
22.03.2001	0.02	-999.0	-999.0
28.03.2001	0.0	-999.0	-999.0
23.04.2001	0.0	-999.0	-999.0
31.12.2001	0.05	220.0	11.0
20.01.2002	0.12	220.0	26.0
31.01.2002	0.12	200.0	24.0
20.02.2002	0.1	240.0	24.0
28.02.2002	0.09	240.0	22.0
10.03.2002	0.05	-999.0	-999.0
19.03.2002	0.0	-999.0	-999.0
08.04.2002	0.04	-999.0	-999.0
21.04.2002	0.0	-999.0	-999.0
31.10.2002	0.0	-999.0	-999.0
25.11.2002	0.0	-999.0	-999.0
30.11.2002	0.02	-999.0	-999.0
20.12.2002	0.06	140.0	8.0
30.12.2002	0.04	-999.0	-999.0
20.01.2003	0.04	-999.0	-999.0
31.01.2003	0.06	170.0	10.0
20.02.2003	0.05	190.0	10.0
28.02.2003	0.08	140.0	11.0
10.03.2003	0.01	-999.0	-999.0
15.03.2003	0.03	-999.0	-999.0
20.03.2003	0.02	-999.0	-999.0
26.03.2003	0.03	-999.0	-999.0
29.03.2003	0.01	-999.0	-999.0
13.11.2003	0.0	-999.0	-999.0
20.11.2003	0.03	-999.0	-999.0
30.11.2003	0.09	130.0	12.0
20.12.2003	0.08	210.0	17.0
30.12.2003	0.08	180.0	14.0
20.01.2004	0.08	200.0	16.0
31.01.2004	0.07	240.0	17.0
20.02.2004	0.09	200.0	18.0
29.02.2004	0.09	210.0	19.0
11.03.2004	0.07	260.0	18.0
15.03.2004	0.06	250.0	15.0
20.03.2004	0.05	200.0	10.0
28.03.2004	0.09	230.0	21.0
31.03.2004	0.06	200.0	12.0
15.04.2004	0.06	100.0	6.0
19.04.2004	0.03	-999.0	-999.0
22.04.2004	0.03	-999.0	-999.0
23.11.2004	0.01	-999.0	-999.0
10.12.2004	0.03	-999.0	-999.0
20.12.2004	0.04	-999.0	-999.0
30.12.2004	0.04	-999.0	-999.0
20.01.2005	0.05	220.0	11.0
31.01.2005	0.05	230.0	12.0
20.02.2005	0.1	220.0	22.0
28.02.2005	0.03	-999.0	-999.0
10.03.2005	0.02	-999.0	-999.0
23.03.2005	0.02	-999.0	-999.0
25.03.2005	0.01	-999.0	-999.0
27.03.2005	0.0	-999.0	-999.0
10.04.2005	0.03	-999.0	-999.0
11.04.2005	0.01	-999.0	-999.0
13.04.2005	0.0	-999.0	-999.0
20.04.2005	0.06	240.0	14.0
30.11.2005	0.03	-999.0	-999.0
20.12.2005	0.03	-999.0	-999.0
30.12.2005	0.06	150.0	9.0
10.03.2006	0.02	-999.0	-999.0
24.03.2006	0.01	-999.0	-999.0
31.03.2006	0.01	-999.0	-999.0
08.04.2006	0.05	210.0	11.0
15.04.2006	0.02	-999.0	-999.0
19.04.2006	0.0	-999.0	-999.0
23.04.2006	0.01	-999.0	-999.0
