date	T0.00	T0.05	T0.10	T1.20	T1.60	T2.40	T3.20
01.01.1963	-999.0	-999.0	-999.0	-999.0	-4.0	-999.0	1.2
02.01.1963	-999.0	-999.0	-999.0	-999.0	-4.2	-999.0	1.1
03.01.1963	-999.0	-999.0	-999.0	-999.0	-4.2	-999.0	1.1
04.01.1963	-999.0	-999.0	-999.0	-999.0	-4.3	-999.0	1.1
05.01.1963	-999.0	-999.0	-999.0	-999.0	-4.4	-999.0	1.0
06.01.1963	-999.0	-999.0	-999.0	-999.0	-4.5	-999.0	1.0
07.01.1963	-999.0	-999.0	-999.0	-999.0	-4.6	-999.0	0.9
08.01.1963	-999.0	-999.0	-999.0	-999.0	-4.6	-999.0	0.9
09.01.1963	-999.0	-999.0	-999.0	-999.0	-4.6	-999.0	0.8
10.01.1963	-999.0	-999.0	-999.0	-999.0	-4.6	-999.0	0.8
11.01.1963	-999.0	-999.0	-999.0	-999.0	-4.6	-999.0	0.8
12.01.1963	-999.0	-999.0	-999.0	-999.0	-4.7	-999.0	0.8
13.01.1963	-999.0	-999.0	-999.0	-999.0	-4.8	-999.0	0.8
14.01.1963	-999.0	-999.0	-999.0	-999.0	-4.8	-999.0	0.8
15.01.1963	-999.0	-999.0	-999.0	-999.0	-4.9	-999.0	0.7
16.01.1963	-999.0	-999.0	-999.0	-999.0	-5.0	-999.0	0.7
17.01.1963	-999.0	-999.0	-999.0	-999.0	-5.0	-999.0	0.7
18.01.1963	-999.0	-999.0	-999.0	-999.0	-5.2	-999.0	0.6
19.01.1963	-999.0	-999.0	-999.0	-999.0	-5.2	-999.0	0.6
20.01.1963	-999.0	-999.0	-999.0	-999.0	-5.2	-999.0	0.6
21.01.1963	-999.0	-999.0	-999.0	-999.0	-5.3	-999.0	0.5
22.01.1963	-999.0	-999.0	-999.0	-999.0	-5.3	-999.0	0.5
23.01.1963	-999.0	-999.0	-999.0	-999.0	-5.4	-999.0	0.5
24.01.1963	-999.0	-999.0	-999.0	-999.0	-5.5	-999.0	0.5
25.01.1963	-999.0	-999.0	-999.0	-999.0	-5.5	-999.0	0.5
26.01.1963	-999.0	-999.0	-999.0	-999.0	-5.5	-999.0	0.5
27.01.1963	-999.0	-999.0	-999.0	-999.0	-5.5	-999.0	0.5
28.01.1963	-999.0	-999.0	-999.0	-999.0	-5.6	-999.0	0.5
29.01.1963	-999.0	-999.0	-999.0	-999.0	-5.5	-999.0	0.5
30.01.1963	-999.0	-999.0	-999.0	-999.0	-5.6	-999.0	0.5
31.01.1963	-999.0	-999.0	-999.0	-999.0	-5.6	-999.0	0.5
01.02.1963	-999.0	-999.0	-999.0	-999.0	-5.6	-999.0	0.4
02.02.1963	-999.0	-999.0	-999.0	-999.0	-5.6	-999.0	0.4
03.02.1963	-999.0	-999.0	-999.0	-999.0	-5.6	-999.0	0.4
04.02.1963	-999.0	-999.0	-999.0	-999.0	-5.6	-999.0	0.4
05.02.1963	-999.0	-999.0	-999.0	-999.0	-5.6	-999.0	0.4
06.02.1963	-999.0	-999.0	-999.0	-999.0	-5.5	-999.0	0.3
07.02.1963	-999.0	-999.0	-999.0	-999.0	-5.5	-999.0	0.3
08.02.1963	-999.0	-999.0	-999.0	-999.0	-5.4	-999.0	0.2
09.02.1963	-999.0	-999.0	-999.0	-999.0	-5.4	-999.0	0.2
10.02.1963	-999.0	-999.0	-999.0	-999.0	-5.4	-999.0	0.2
11.02.1963	-999.0	-999.0	-999.0	-999.0	-5.4	-999.0	0.2
12.02.1963	-999.0	-999.0	-999.0	-999.0	-5.4	-999.0	0.2
13.02.1963	-999.0	-999.0	-999.0	-999.0	-5.4	-999.0	0.2
14.02.1963	-999.0	-999.0	-999.0	-999.0	-5.4	-999.0	0.2
15.02.1963	-999.0	-999.0	-999.0	-999.0	-5.5	-999.0	0.1
16.02.1963	-999.0	-999.0	-999.0	-999.0	-5.5	-999.0	0.1
17.02.1963	-999.0	-999.0	-999.0	-999.0	-5.6	-999.0	0.1
18.02.1963	-999.0	-999.0	-999.0	-999.0	-5.6	-999.0	0.1
19.02.1963	-999.0	-999.0	-999.0	-999.0	-5.7	-999.0	0.1
