date	T0.00	T0.05	T0.10	T1.20	T1.60	T2.40	T3.20
01.01.1977	-999.0	-999.0	-999.0	-999.0	0.3	-999.0	-0.2
02.01.1977	-999.0	-999.0	-999.0	-999.0	0.3	-999.0	-0.2
03.01.1977	-999.0	-999.0	-999.0	-999.0	0.3	-999.0	-0.2
04.01.1977	-999.0	-999.0	-999.0	-999.0	0.3	-999.0	-0.2
05.01.1977	-999.0	-999.0	-999.0	-999.0	0.3	-999.0	-0.2
06.01.1977	-999.0	-999.0	-999.0	-999.0	0.3	-999.0	-0.2
07.01.1977	-999.0	-999.0	-999.0	-999.0	0.2	-999.0	-0.2
08.01.1977	-999.0	-999.0	-999.0	-999.0	0.3	-999.0	-0.2
09.01.1977	-999.0	-999.0	-999.0	-999.0	0.3	-999.0	-0.2
10.01.1977	-999.0	-999.0	-999.0	-999.0	0.3	-999.0	-0.2
11.01.1977	-999.0	-999.0	-999.0	-999.0	0.3	-999.0	-0.2
12.01.1977	-999.0	-999.0	-999.0	-999.0	0.2	-999.0	-0.2
13.01.1977	-999.0	-999.0	-999.0	-999.0	0.3	-999.0	-0.2
14.01.1977	-999.0	-999.0	-999.0	-999.0	0.3	-999.0	-0.2
15.01.1977	-999.0	-999.0	-999.0	-999.0	0.3	-999.0	-0.2
16.01.1977	-999.0	-999.0	-999.0	-999.0	0.2	-999.0	-0.2
17.01.1977	-999.0	-999.0	-999.0	-999.0	0.3	-999.0	-0.2
18.01.1977	-999.0	-999.0	-999.0	-999.0	0.3	-999.0	-0.2
19.01.1977	-999.0	-999.0	-999.0	-999.0	0.2	-999.0	-0.2
20.01.1977	-999.0	-999.0	-999.0	-999.0	0.2	-999.0	-0.2
21.01.1977	-999.0	-999.0	-999.0	-999.0	0.2	-999.0	-0.2
22.01.1977	-999.0	-999.0	-999.0	-999.0	0.1	-999.0	-0.2
23.01.1977	-999.0	-999.0	-999.0	-999.0	0.2	-999.0	-0.2
24.01.1977	-999.0	-999.0	-999.0	-999.0	0.2	-999.0	-0.2
25.01.1977	-999.0	-999.0	-999.0	-999.0	-0.1	-999.0	-0.2
