date	T0.00	T0.05	T0.10	T1.20	T1.60	T2.40	T3.20
01.01.1977	-999.0	-999.0	-999.0	-0.9	-999.0	-999.0	0.1
02.01.1977	-999.0	-999.0	-999.0	-0.8	-999.0	-999.0	0.1
03.01.1977	-999.0	-999.0	-999.0	-0.9	-999.0	-999.0	0.1
04.01.1977	-999.0	-999.0	-999.0	-0.9	-999.0	-999.0	0.1
05.01.1977	-999.0	-999.0	-999.0	-1.0	-999.0	-999.0	0.1
06.01.1977	-999.0	-999.0	-999.0	-1.1	-999.0	-999.0	0.1
07.01.1977	-999.0	-999.0	-999.0	-1.1	-999.0	-999.0	0.1
08.01.1977	-999.0	-999.0	-999.0	-1.2	-999.0	-999.0	0.1
09.01.1977	-999.0	-999.0	-999.0	-1.2	-999.0	-999.0	0.1
10.01.1977	-999.0	-999.0	-999.0	-1.2	-999.0	-999.0	0.1
11.01.1977	-999.0	-999.0	-999.0	-1.3	-999.0	-999.0	0.1
12.01.1977	-999.0	-999.0	-999.0	-1.3	-999.0	-999.0	0.1
13.01.1977	-999.0	-999.0	-999.0	-1.3	-999.0	-999.0	0.1
14.01.1977	-999.0	-999.0	-999.0	-1.5	-999.0	-999.0	0.1
15.01.1977	-999.0	-999.0	-999.0	-1.4	-999.0	-999.0	0.1
16.01.1977	-999.0	-999.0	-999.0	-1.4	-999.0	-999.0	0.1
17.01.1977	-999.0	-999.0	-999.0	-1.5	-999.0	-999.0	0.1
18.01.1977	-999.0	-999.0	-999.0	-1.6	-999.0	-999.0	0.1
19.01.1977	-999.0	-999.0	-999.0	-1.6	-999.0	-999.0	0.1
20.01.1977	-999.0	-999.0	-999.0	-1.6	-999.0	-999.0	0.1
21.01.1977	-999.0	-999.0	-999.0	-1.7	-999.0	-999.0	0.1
22.01.1977	-999.0	-999.0	-999.0	-1.7	-999.0	-999.0	0.1
23.01.1977	-999.0	-999.0	-999.0	-1.8	-999.0	-999.0	0.1
24.01.1977	-999.0	-999.0	-999.0	-1.9	-999.0	-999.0	0.1
25.01.1977	-999.0	-999.0	-999.0	-2.0	-999.0	-999.0	0.1
26.01.1977	-999.0	-999.0	-999.0	-2.0	-999.0	-999.0	0.1
27.01.1977	-999.0	-999.0	-999.0	-2.1	-999.0	-999.0	0.1
28.01.1977	-999.0	-999.0	-999.0	-2.1	-999.0	-999.0	0.1
29.01.1977	-999.0	-999.0	-999.0	-2.2	-999.0	-999.0	0.1
30.01.1977	-999.0	-999.0	-999.0	-2.2	-999.0	-999.0	0.1
31.01.1977	-999.0	-999.0	-999.0	-2.2	-999.0	-999.0	0.1
01.02.1977	-999.0	-999.0	-999.0	-2.3	-999.0	-999.0	0.1
02.02.1977	-999.0	-999.0	-999.0	-2.4	-999.0	-999.0	0.1
03.02.1977	-999.0	-999.0	-999.0	-2.4	-999.0	-999.0	0.1
04.02.1977	-999.0	-999.0	-999.0	-2.5	-999.0	-999.0	0.1
05.02.1977	-999.0	-999.0	-999.0	-2.5	-999.0	-999.0	0.1
06.02.1977	-999.0	-999.0	-999.0	-2.5	-999.0	-999.0	0.1
07.02.1977	-999.0	-999.0	-999.0	-2.5	-999.0	-999.0	0.1
08.02.1977	-999.0	-999.0	-999.0	-2.7	-999.0	-999.0	0.1
09.02.1977	-999.0	-999.0	-999.0	-2.7	-999.0	-999.0	0.1
