date	T0.00	T0.05	T0.10	T1.20	T1.60	T2.40	T3.20
01.01.1988	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-1.0
02.01.1988	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-1.1
03.01.1988	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-1.1
04.01.1988	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-1.2
05.01.1988	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-1.3
06.01.1988	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-1.4
07.01.1988	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-1.4
08.01.1988	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-1.5
09.01.1988	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-1.6
10.01.1988	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-1.6
11.01.1988	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-1.8
12.01.1988	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-1.8
13.01.1988	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-1.8
14.01.1988	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-2.0
15.01.1988	-999.0	-999.0	-999.0	-999.0	-4.9	-999.0	-2.1
16.01.1988	-999.0	-999.0	-999.0	-999.0	-4.6	-999.0	-2.1
17.01.1988	-999.0	-999.0	-999.0	-999.0	-4.7	-999.0	-2.2
18.01.1988	-999.0	-999.0	-999.0	-999.0	-4.7	-999.0	-2.3
19.01.1988	-999.0	-999.0	-999.0	-999.0	-4.8	-999.0	-2.4
20.01.1988	-999.0	-999.0	-999.0	-999.0	-4.9	-999.0	-2.6
21.01.1988	-999.0	-999.0	-999.0	-999.0	-5.0	-999.0	-2.5
22.01.1988	-999.0	-999.0	-999.0	-999.0	-5.1	-999.0	-2.6
23.01.1988	-999.0	-999.0	-999.0	-999.0	-5.1	-999.0	-2.6
24.01.1988	-999.0	-999.0	-999.0	-999.0	-5.1	-999.0	-2.6
25.01.1988	-999.0	-999.0	-999.0	-999.0	-5.4	-999.0	-2.6
26.01.1988	-999.0	-999.0	-999.0	-999.0	-5.4	-999.0	-2.8
27.01.1988	-999.0	-999.0	-999.0	-999.0	-5.6	-999.0	-2.9
28.01.1988	-999.0	-999.0	-999.0	-999.0	-5.6	-999.0	-2.9
29.01.1988	-999.0	-999.0	-999.0	-999.0	-5.7	-999.0	-3.0
30.01.1988	-999.0	-999.0	-999.0	-999.0	-5.7	-999.0	-3.0
31.01.1988	-999.0	-999.0	-999.0	-999.0	-5.9	-999.0	-3.2
01.02.1988	-999.0	-999.0	-999.0	-999.0	-5.8	-999.0	-3.2
02.02.1988	-999.0	-999.0	-999.0	-999.0	-5.9	-999.0	-3.3
03.02.1988	-999.0	-999.0	-999.0	-999.0	-6.0	-999.0	-3.4
04.02.1988	-999.0	-999.0	-999.0	-999.0	-6.0	-999.0	-3.4
05.02.1988	-999.0	-999.0	-999.0	-999.0	-6.0	-999.0	-3.4
06.02.1988	-999.0	-999.0	-999.0	-999.0	-6.0	-999.0	-3.4
07.02.1988	-999.0	-999.0	-999.0	-999.0	-6.0	-999.0	-3.5
08.02.1988	-999.0	-999.0	-999.0	-999.0	-6.1	-999.0	-3.6
09.02.1988	-999.0	-999.0	-999.0	-999.0	-6.0	-999.0	-3.6
10.02.1988	-999.0	-999.0	-999.0	-999.0	-6.1	-999.0	-3.6
11.02.1988	-999.0	-999.0	-999.0	-999.0	-6.0	-999.0	-3.6
12.02.1988	-999.0	-999.0	-999.0	-999.0	-6.2	-999.0	-3.8
13.02.1988	-999.0	-999.0	-999.0	-999.0	-6.2	-999.0	-3.8
14.02.1988	-999.0	-999.0	-999.0	-999.0	-6.3	-999.0	-3.9
15.02.1988	-999.0	-999.0	-999.0	-999.0	-6.2	-999.0	-3.8
16.02.1988	-999.0	-999.0	-999.0	-999.0	-6.3	-999.0	-4.0
17.02.1988	-999.0	-999.0	-999.0	-999.0	-6.4	-999.0	-4.0
18.02.1988	-999.0	-999.0	-999.0	-999.0	-6.4	-999.0	-4.1
19.02.1988	-999.0	-999.0	-999.0	-999.0	-6.6	-999.0	-4.1
20.02.1988	-999.0	-999.0	-999.0	-999.0	-6.6	-999.0	-4.1
21.02.1988	-999.0	-999.0	-999.0	-999.0	-6.6	-999.0	-4.2
22.02.1988	-999.0	-999.0	-999.0	-999.0	-6.6	-999.0	-4.2
23.02.1988	-999.0	-999.0	-999.0	-999.0	-6.7	-999.0	-4.3
24.02.1988	-999.0	-999.0	-999.0	-999.0	-6.6	-999.0	-4.3
25.02.1988	-999.0	-999.0	-999.0	-999.0	-6.5	-999.0	-4.3
26.02.1988	-999.0	-999.0	-999.0	-999.0	-7.0	-999.0	-4.4
27.02.1988	-999.0	-999.0	-999.0	-999.0	-7.0	-999.0	-4.4
28.02.1988	-999.0	-999.0	-999.0	-999.0	-7.1	-999.0	-4.5
29.02.1988	-999.0	-999.0	-999.0	-999.0	-7.2	-999.0	-4.5
NaT	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0
NaT	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0
01.03.1988	-999.0	-999.0	-999.0	-999.0	-7.3	-999.0	-4.5
02.03.1988	-999.0	-999.0	-999.0	-999.0	-7.6	-999.0	-4.6
03.03.1988	-999.0	-999.0	-999.0	-999.0	-7.5	-999.0	-4.7
04.03.1988	-999.0	-999.0	-999.0	-999.0	-7.5	-999.0	-4.7
05.03.1988	-999.0	-999.0	-999.0	-999.0	-7.5	-999.0	-4.7
06.03.1988	-999.0	-999.0	-999.0	-999.0	-7.7	-999.0	-4.8
