date	SS4	S2	S1
10.01.1966	-999.0	0.0	0.0
20.01.1966	0.24	140.0	34.0
31.01.1966	0.23	140.0	32.0
05.02.1966	-999.0	0.0	0.0
10.02.1966	0.23	140.0	32.0
15.02.1966	-999.0	0.0	0.0
20.02.1966	0.23	140.0	32.0
25.02.1966	-999.0	0.0	0.0
28.02.1966	0.29	140.0	41.0
05.03.1966	-999.0	0.0	0.0
10.03.1966	0.28	140.0	39.0
15.03.1966	0.28	140.0	39.0
20.03.1966	0.28	130.0	36.0
25.03.1966	0.28	140.0	39.0
31.03.1966	0.26	150.0	39.0
05.04.1966	0.26	150.0	39.0
10.04.1966	0.23	160.0	37.0
15.04.1966	0.24	160.0	38.0
20.04.1966	0.29	130.0	38.0
25.04.1966	0.39	130.0	51.0
30.04.1966	0.31	150.0	47.0
05.05.1966	0.07	250.0	18.0
20.11.1966	0.17	120.0	20.0
20.12.1966	0.19	120.0	23.0
10.01.1967	-999.0	0.0	0.0
20.01.1967	0.21	130.0	27.0
31.01.1967	0.23	130.0	30.0
05.02.1967	-999.0	0.0	0.0
10.02.1967	0.23	120.0	28.0
15.02.1967	-999.0	0.0	0.0
20.02.1967	0.24	110.0	26.0
25.02.1967	-999.0	0.0	0.0
28.02.1967	0.25	130.0	33.0
05.03.1967	0.23	130.0	30.0
10.03.1967	0.24	130.0	31.0
15.03.1967	0.23	130.0	30.0
20.03.1967	0.22	150.0	33.0
25.03.1967	0.21	140.0	29.0
31.03.1967	0.21	140.0	29.0
05.04.1967	0.19	140.0	27.0
10.04.1967	0.26	110.0	29.0
15.04.1967	0.22	130.0	29.0
20.04.1967	-999.0	0.0	0.0
25.04.1967	-999.0	0.0	0.0
30.04.1967	-999.0	0.0	0.0
10.12.1967	0.01	0.0	-999.0
20.12.1967	0.06	100.0	6.0
31.12.1967	-999.0	0.0	0.0
20.01.1968	0.05	100.0	5.0
05.02.1968	-999.0	0.0	0.0
10.02.1968	0.07	100.0	7.0
15.02.1968	-999.0	0.0	0.0
20.02.1968	0.08	100.0	8.0
25.02.1968	-999.0	0.0	0.0
29.02.1968	0.08	100.0	8.0
05.03.1968	0.1	120.0	12.0
10.03.1968	0.08	110.0	9.0
15.03.1968	0.08	120.0	10.0
20.03.1968	0.03	0.0	-999.0
25.03.1968	0.02	0.0	-999.0
05.04.1968	0.05	800.0	4.0
10.04.1968	0.05	110.0	6.0
15.04.1968	0.01	0.0	-999.0
20.04.1968	0.13	180.0	23.0
25.04.1968	0.09	220.0	20.0
20.11.1968	0.09	100.0	9.0
20.12.1968	0.19	100.0	19.0
10.01.1969	-999.0	0.0	0.0
20.01.1969	0.2	110.0	22.0
31.01.1969	0.19	120.0	23.0
10.02.1969	0.2	120.0	24.0
20.02.1969	0.2	120.0	24.0
28.02.1969	0.19	120.0	23.0
05.03.1969	0.19	130.0	25.0
10.03.1969	0.19	120.0	23.0
15.03.1969	0.19	120.0	23.0
20.03.1969	0.19	120.0	23.0
25.03.1969	0.2	110.0	22.0
31.03.1969	0.18	120.0	22.0
05.04.1969	0.2	140.0	28.0
10.04.1969	0.13	120.0	16.0
15.04.1969	0.08	150.0	12.0
20.04.1969	0.03	0.0	-999.0
25.04.1969	0.02	0.0	-999.0
10.10.1969	0.02	0.0	-999.0
20.10.1969	0.11	140.0	15.0
20.11.1969	0.14	120.0	17.0
20.12.1969	0.15	150.0	23.0
10.01.1970	-999.0	0.0	0.0
20.01.1970	0.18	140.0	25.0
31.01.1970	0.18	140.0	25.0
10.02.1970	0.22	120.0	26.0
20.02.1970	0.22	120.0	26.0
28.02.1970	0.23	140.0	32.0
05.03.1970	0.23	130.0	30.0
10.03.1970	0.23	120.0	28.0
15.03.1970	0.19	140.0	27.0
20.03.1970	0.2	130.0	26.0
25.03.1970	0.2	140.0	28.0
31.03.1970	0.21	130.0	27.0
05.04.1970	0.24	150.0	36.0
10.04.1970	0.22	190.0	42.0
15.04.1970	0.18	150.0	27.0
20.04.1970	0.03	0.0	-999.0
25.04.1970	0.16	100.0	16.0
30.04.1970	0.14	150.0	21.0
05.05.1970	0.24	150.0	36.0
10.05.1970	0.22	190.0	42.0
15.05.1970	0.18	150.0	27.0
20.05.1970	0.03	0.0	-999.0
25.05.1970	0.16	100.0	16.0
