date	SS4	S2	S1
20.11.1975	0.03	-999.0	-999.0
NaT	-999.0	-999.0	0.0
20.12.1975	0.12	150.0	18.0
31.12.1975	0.12	180.0	22.0
20.01.1976	0.1	160.0	16.0
31.01.1976	0.11	180.0	20.0
10.02.1976	0.16	190.0	30.0
15.02.1976	0.17	190.0	32.0
20.02.1976	0.16	190.0	30.0
25.02.1976	0.16	190.0	30.0
28.02.1976	0.16	180.0	29.0
10.03.1976	0.14	200.0	28.0
15.03.1976	0.12	200.0	24.0
20.03.1976	0.07	240.0	17.0
25.03.1976	0.13	200.0	26.0
30.03.1976	-999.0	-999.0	0.0
20.11.1976	0.07	120.0	8.0
NaT	0.07	120.0	8.0
20.12.1976	0.15	150.0	22.0
31.12.1976	0.15	160.0	24.0
