date	SS4	S2	S1
10.01.1966	-999.0	-999.0	0.0
20.01.1966	0.09	140.0	13.0
31.01.1966	0.06	130.0	8.0
05.02.1966	-999.0	-999.0	0.0
10.02.1966	0.09	800.0	7.0
15.02.1966	-999.0	-999.0	0.0
20.02.1966	0.09	100.0	9.0
25.02.1966	-999.0	-999.0	0.0
28.02.1966	0.12	900.0	11.0
05.03.1966	-999.0	-999.0	0.0
10.03.1966	0.12	130.0	16.0
15.03.1966	0.11	140.0	15.0
20.03.1966	0.1	130.0	13.0
25.03.1966	0.1	160.0	16.0
31.03.1966	0.05	-999.0	-999.0
10.04.1966	0.02	-999.0	-999.0
25.04.1966	0.35	140.0	49.0
30.04.1966	0.3	170.0	51.0
05.05.1966	0.08	250.0	20.0
20.10.1966	0.02	-999.0	-999.0
20.11.1966	0.18	120.0	22.0
20.12.1966	0.19	150.0	29.0
20.01.1967	0.2	120.0	24.0
05.02.1967	-999.0	-999.0	0.0
10.02.1967	0.21	130.0	27.0
15.02.1967	-999.0	-999.0	0.0
20.02.1967	0.22	150.0	33.0
25.02.1967	-999.0	-999.0	0.0
28.02.1967	0.23	170.0	39.0
05.03.1967	0.24	140.0	34.0
10.03.1967	0.24	160.0	38.0
15.03.1967	0.23	170.0	39.0
20.03.1967	0.21	180.0	38.0
25.03.1967	0.22	190.0	42.0
31.03.1967	0.18	230.0	41.0
05.04.1967	0.18	170.0	31.0
10.04.1967	0.2	140.0	28.0
15.04.1967	0.08	310.0	25.0
20.11.1967	0.0	-999.0	0.0
20.12.1967	0.03	-999.0	-999.0
20.01.1968	0.03	-999.0	-999.0
05.02.1968	-999.0	-999.0	0.0
10.02.1968	0.07	90.0	6.0
15.02.1968	-999.0	-999.0	0.0
20.02.1968	0.11	90.0	10.0
25.02.1968	-999.0	-999.0	0.0
29.02.1968	0.1	90.0	9.0
05.03.1968	0.06	110.0	7.0
10.03.1968	0.06	110.0	7.0
15.03.1968	0.09	100.0	9.0
20.03.1968	0.06	110.0	7.0
25.03.1968	0.05	180.0	9.0
31.03.1968	0.01	-999.0	-999.0
05.04.1968	0.13	150.0	20.0
10.04.1968	0.08	140.0	11.0
15.04.1968	0.05	180.0	9.0
20.04.1968	-999.0	-999.0	0.0
25.04.1968	-999.0	-999.0	0.0
30.04.1968	-999.0	-999.0	0.0
10.11.1968	0.06	-999.0	-999.0
20.11.1968	0.1	70.0	7.0
20.12.1968	0.13	100.0	13.0
20.01.1969	0.18	100.0	18.0
31.01.1969	0.19	100.0	19.0
10.02.1969	0.18	120.0	22.0
20.02.1969	0.2	110.0	22.0
28.02.1969	0.2	130.0	26.0
05.03.1969	0.2	120.0	24.0
10.03.1969	0.2	130.0	26.0
15.03.1969	0.15	140.0	21.0
20.03.1969	0.19	130.0	25.0
25.03.1969	0.19	150.0	29.0
31.03.1969	0.16	140.0	22.0
05.04.1969	0.08	180.0	14.0
10.10.1969	0.06	900.0	5.0
20.10.1969	0.07	120.0	8.0
31.10.1969	-999.0	-999.0	0.0
20.11.1969	0.07	120.0	8.0
20.12.1969	0.09	100.0	9.0
20.01.1970	0.11	180.0	20.0
31.01.1970	0.15	160.0	24.0
10.02.1970	0.17	130.0	22.0
20.02.1970	0.18	130.0	23.0
28.02.1970	0.18	120.0	22.0
05.03.1970	0.18	130.0	23.0
10.03.1970	0.19	150.0	29.0
15.03.1970	0.17	150.0	26.0
20.03.1970	0.17	170.0	29.0
25.03.1970	0.15	220.0	33.0
31.03.1970	0.16	180.0	29.0
05.04.1970	0.16	200.0	32.0
10.04.1970	0.14	210.0	29.0
15.04.1970	0.04	-999.0	-999.0
25.04.1970	0.13	100.0	13.0
30.04.1970	0.15	800.0	12.0
05.05.1970	0.16	200.0	32.0
10.05.1970	0.14	210.0	29.0
15.05.1970	0.04	-999.0	-999.0
25.05.1970	0.13	100.0	13.0
30.05.1970	0.15	800.0	12.0
10.10.1970	0.01	-999.0	-999.0
20.10.1970	0.04	-999.0	-999.0
20.11.1970	0.07	110.0	8.0
20.12.1970	0.08	120.0	10.0
20.01.1971	0.06	-999.0	-999.0
31.01.1971	0.07	-999.0	-999.0
10.02.1971	0.09	170.0	15.0
20.02.1971	0.08	160.0	13.0
28.02.1971	0.11	140.0	15.0
10.03.1971	0.1	140.0	14.0
15.03.1971	0.1	160.0	16.0
20.03.1971	0.1	200.0	20.0
25.03.1971	0.09	200.0	18.0
31.03.1971	0.09	210.0	19.0
05.04.1971	0.09	240.0	22.0
10.04.1971	0.08	270.0	22.0
25.04.1971	0.03	-999.0	-999.0
31.10.1971	0.03	-999.0	-999.0
20.11.1971	0.04	-999.0	-999.0
20.12.1971	0.06	140.0	8.0
20.01.1972	0.1	170.0	17.0
05.02.1972	-999.0	-999.0	0.0
10.02.1972	0.08	150.0	12.0
15.02.1972	-999.0	-999.0	0.0
20.02.1972	0.13	140.0	18.0
25.02.1972	-999.0	-999.0	0.0
29.02.1972	0.12	140.0	17.0
05.03.1972	0.13	160.0	21.0
10.03.1972	0.12	150.0	18.0
15.03.1972	0.11	150.0	17.0
20.03.1972	0.12	170.0	20.0
25.03.1972	0.11	160.0	18.0
31.03.1972	0.11	190.0	21.0
05.04.1972	0.06	180.0	11.0
15.04.1972	0.14	130.0	18.0
20.04.1972	0.1	200.0	20.0
10.11.1972	0.0	-999.0	0.0
20.11.1972	0.02	-999.0	-999.0
30.11.1972	-999.0	-999.0	0.0
20.12.1972	0.07	110.0	8.0
20.01.1973	0.07	90.0	6.0
31.01.1973	0.08	70.0	6.0
10.02.1973	0.08	160.0	13.0
20.02.1973	0.1	140.0	14.0
28.02.1973	0.1	140.0	14.0
05.03.1973	0.1	140.0	14.0
10.03.1973	0.06	180.0	11.0
15.03.1973	0.09	180.0	16.0
20.03.1973	0.08	160.0	13.0
