date	SS4	S2	S1
20.01.1966	0.32	150.0	48.0
20.02.1966	0.33	140.0	47.0
20.03.1966	0.33	150.0	49.0
25.03.1966	0.34	150.0	51.0
31.03.1966	0.39	150.0	58.0
05.04.1966	0.52	120.0	62.0
15.04.1966	0.41	160.0	66.0
20.04.1966	0.37	170.0	63.0
25.04.1966	0.34	210.0	71.0
30.04.1966	0.26	210.0	55.0
05.05.1966	0.14	190.0	27.0
30.09.1966	0.25	120.0	30.0
10.10.1966	0.37	180.0	67.0
20.10.1966	0.35	190.0	66.0
31.10.1966	0.47	170.0	80.0
20.11.1966	0.48	180.0	86.0
20.12.1966	0.48	170.0	82.0
20.01.1967	0.54	180.0	92.0
20.02.1967	0.54	160.0	86.0
28.02.1967	0.58	170.0	-999.0
10.03.1967	0.57	190.0	108.0
20.03.1967	0.6	180.0	108.0
31.03.1967	0.59	180.0	106.0
15.04.1967	0.62	180.0	112.0
25.04.1967	0.58	160.0	93.0
10.10.1967	0.07	150.0	10.0
20.10.1967	0.13	110.0	14.0
31.10.1967	0.3	110.0	33.0
10.11.1967	0.32	130.0	42.0
20.11.1967	0.36	150.0	54.0
30.11.1967	0.36	140.0	50.0
10.12.1967	0.38	160.0	61.0
20.12.1967	0.41	140.0	57.0
31.12.1967	0.42	130.0	63.0
10.01.1968	0.41	150.0	61.0
20.01.1968	0.43	160.0	67.0
31.01.1968	0.44	170.0	75.0
10.02.1968	0.41	160.0	66.0
20.02.1968	0.45	150.0	68.0
29.02.1968	0.46	150.0	70.0
10.03.1968	0.6	130.0	78.0
20.03.1968	0.54	140.0	76.0
31.03.1968	0.54	130.0	70.0
10.04.1968	0.53	140.0	74.0
15.04.1968	0.53	150.0	80.0
20.04.1968	0.42	190.0	80.0
25.04.1968	0.4	150.0	60.0
30.04.1968	0.36	170.0	61.0
05.05.1968	0.31	220.0	68.0
10.05.1968	0.29	250.0	72.0
10.10.1968	0.17	100.0	17.0
20.10.1968	0.19	100.0	19.0
31.10.1968	0.42	100.0	42.0
10.11.1968	0.49	140.0	69.0
20.11.1968	0.53	160.0	85.0
30.11.1968	0.53	180.0	95.0
10.12.1968	0.56	160.0	90.0
20.12.1968	0.58	170.0	-999.0
31.12.1968	0.58	200.0	116.0
10.01.1969	0.59	190.0	112.0
20.01.1969	0.6	190.0	114.0
31.01.1969	0.61	190.0	116.0
10.02.1969	0.62	190.0	118.0
20.02.1969	0.62	180.0	112.0
28.02.1969	0.61	190.0	116.0
10.03.1969	0.61	190.0	116.0
20.03.1969	0.58	170.0	-999.0
31.03.1969	0.6	210.0	126.0
05.04.1969	0.61	210.0	128.0
10.04.1969	0.68	270.0	184.0
15.04.1969	0.61	-999.0	-999.0
20.04.1969	0.67	260.0	174.0
25.04.1969	0.61	250.0	152.0
30.04.1969	0.57	260.0	148.0
05.05.1969	0.54	-999.0	-999.0
10.05.1969	0.48	-999.0	-999.0
15.05.1969	0.15	-999.0	-999.0
20.10.1969	0.05	-999.0	-999.0
10.11.1969	0.27	-999.0	-999.0
20.11.1969	0.25	110.0	28.0
30.11.1969	0.24	140.0	34.0
10.12.1969	0.32	150.0	48.0
20.12.1969	0.28	150.0	42.0
31.12.1969	0.33	230.0	43.0
10.01.1970	0.32	140.0	45.0
20.01.1970	0.35	130.0	46.0
31.01.1970	0.31	-999.0	-999.0
10.02.1970	0.32	140.0	45.0
20.02.1970	0.37	-999.0	-999.0
28.02.1970	0.35	140.0	49.0
10.03.1970	0.33	150.0	50.0
15.03.1970	0.31	170.0	53.0
20.03.1970	0.34	180.0	61.0
31.03.1970	0.34	170.0	58.0
10.04.1970	0.36	180.0	65.0
15.04.1970	0.35	160.0	56.0
20.04.1970	0.47	170.0	85.0
25.04.1970	0.4	180.0	72.0
30.04.1970	0.52	210.0	109.0
05.05.1970	0.64	150.0	96.0
10.05.1970	0.62	180.0	106.0
15.05.1970	0.42	220.0	92.0
10.09.1970	0.29	160.0	46.0
10.10.1970	0.26	150.0	39.0
20.10.1970	0.28	190.0	53.0
31.10.1970	0.37	150.0	56.0
10.11.1970	0.4	170.0	68.0
20.11.1970	0.4	170.0	68.0
20.12.1970	0.45	160.0	72.0
20.01.1971	0.47	170.0	80.0
20.02.1971	0.52	180.0	94.0
28.02.1971	0.51	190.0	97.0
10.03.1971	0.52	180.0	94.0
20.03.1971	0.51	170.0	87.0
31.03.1971	0.5	180.0	90.0
10.04.1971	0.47	190.0	89.0
20.04.1971	0.58	180.0	104.0
30.04.1971	0.48	190.0	91.0
20.10.1971	0.43	100.0	43.0
20.11.1971	0.5	170.0	85.0
20.12.1971	0.55	180.0	-999.0
20.01.1972	0.59	170.0	100.0
31.01.1972	0.6	170.0	102.0
10.02.1972	0.61	190.0	116.0
20.02.1972	0.62	180.0	112.0
29.02.1972	0.63	190.0	120.0
10.03.1972	0.64	200.0	128.0
20.03.1972	0.64	210.0	134.0
31.03.1972	0.6	210.0	126.0
10.04.1972	0.6	210.0	120.0
20.04.1972	0.64	210.0	134.0
30.04.1972	0.7	230.0	161.0
10.05.1972	0.34	270.0	92.0
