date	SS4	S2	S1
10.01.1966	0.15	150.0	23.0
20.01.1966	0.18	120.0	22.0
31.01.1966	0.17	110.0	19.0
05.02.1966	-999.0	-999.0	0.0
10.02.1966	0.18	140.0	25.0
15.02.1966	-999.0	-999.0	0.0
20.02.1966	0.18	110.0	20.0
25.02.1966	-999.0	-999.0	0.0
28.02.1966	0.18	110.0	20.0
05.03.1966	-999.0	-999.0	0.0
10.03.1966	0.18	120.0	22.0
15.03.1966	0.19	130.0	25.0
20.03.1966	0.18	120.0	22.0
25.03.1966	0.18	120.0	22.0
31.03.1966	0.13	160.0	21.0
05.04.1966	-999.0	-999.0	0.0
10.04.1966	0.1	170.0	17.0
15.04.1966	-999.0	-999.0	0.0
20.04.1966	-999.0	-999.0	0.0
25.04.1966	0.08	240.0	19.0
30.04.1966	-999.0	-999.0	0.0
10.10.1966	-999.0	-999.0	0.0
20.10.1966	0.03	-999.0	-999.0
31.10.1966	0.11	90.0	10.0
10.11.1966	0.14	120.0	17.0
20.11.1966	0.19	120.0	23.0
30.11.1966	0.19	130.0	25.0
10.12.1966	0.19	110.0	21.0
20.12.1966	0.21	120.0	25.0
31.12.1966	0.21	120.0	25.0
10.01.1967	0.2	120.0	24.0
20.01.1967	0.21	110.0	23.0
31.01.1967	0.23	130.0	30.0
05.02.1967	-999.0	-999.0	0.0
10.02.1967	0.25	130.0	33.0
15.02.1967	-999.0	-999.0	0.0
20.02.1967	0.25	130.0	33.0
25.02.1967	-999.0	-999.0	0.0
28.02.1967	0.26	130.0	34.0
05.03.1967	0.26	130.0	34.0
10.03.1967	0.23	140.0	32.0
15.03.1967	0.26	140.0	36.0
20.03.1967	0.23	130.0	30.0
25.03.1967	0.12	150.0	18.0
31.03.1967	0.11	130.0	14.0
05.04.1967	0.13	120.0	16.0
10.10.1967	-999.0	-999.0	0.0
20.10.1967	0.07	190.0	13.0
31.10.1967	0.09	110.0	10.0
10.11.1967	0.12	120.0	14.0
20.11.1967	0.14	140.0	20.0
30.11.1967	0.13	110.0	14.0
10.12.1967	0.14	140.0	20.0
20.12.1967	0.16	130.0	21.0
31.12.1967	0.17	150.0	26.0
10.01.1968	0.16	150.0	24.0
20.01.1968	0.15	170.0	26.0
31.01.1968	0.17	140.0	24.0
05.02.1968	-999.0	-999.0	0.0
10.02.1968	0.17	160.0	27.0
15.02.1968	-999.0	-999.0	0.0
20.02.1968	0.18	160.0	29.0
25.02.1968	-999.0	-999.0	0.0
29.02.1968	0.16	150.0	24.0
05.03.1968	0.22	160.0	35.0
10.03.1968	0.18	170.0	31.0
15.03.1968	0.22	170.0	37.0
20.03.1968	0.14	180.0	25.0
25.03.1968	0.13	200.0	26.0
31.03.1968	0.13	200.0	26.0
10.11.1968	0.07	160.0	11.0
20.11.1968	0.09	170.0	15.0
30.11.1968	0.15	110.0	17.0
10.12.1968	0.2	110.0	22.0
20.12.1968	0.26	140.0	36.0
31.12.1968	0.26	140.0	36.0
10.01.1969	0.23	110.0	25.0
20.01.1969	0.24	140.0	34.0
31.01.1969	0.25	150.0	38.0
10.02.1969	0.28	150.0	42.0
20.02.1969	0.29	150.0	44.0
28.02.1969	0.29	160.0	46.0
05.03.1969	0.28	160.0	45.0
10.03.1969	0.26	180.0	47.0
15.03.1969	0.26	140.0	36.0
20.03.1969	0.28	160.0	45.0
25.03.1969	0.24	130.0	31.0
31.03.1969	0.28	160.0	45.0
05.04.1969	0.24	170.0	41.0
10.04.1969	0.1	260.0	26.0
10.10.1969	0.08	800.0	6.0
20.10.1969	0.04	-999.0	-999.0
31.10.1969	-999.0	-999.0	0.0
10.11.1969	-999.0	-999.0	0.0
20.11.1969	0.07	140.0	10.0
30.11.1969	0.08	130.0	10.0
10.12.1969	0.09	130.0	12.0
20.12.1969	0.09	140.0	13.0
10.01.1970	-999.0	-999.0	0.0
20.01.1970	0.12	150.0	18.0
31.01.1970	0.1	150.0	15.0
10.02.1970	0.13	150.0	20.0
20.02.1970	0.16	150.0	24.0
28.02.1970	0.15	150.0	23.0
05.03.1970	0.15	160.0	24.0
10.03.1970	0.15	120.0	18.0
15.03.1970	0.15	150.0	23.0
20.03.1970	0.16	120.0	19.0
25.03.1970	0.13	180.0	23.0
31.03.1970	0.08	190.0	15.0
05.04.1970	-999.0	-999.0	0.0
10.04.1970	0.01	-999.0	-999.0
15.04.1970	-999.0	-999.0	0.0
20.04.1970	-999.0	-999.0	0.0
25.04.1970	-999.0	-999.0	0.0
30.04.1970	0.1	200.0	20.0
05.05.1970	-999.0	-999.0	0.0
10.05.1970	0.01	-999.0	-999.0
15.05.1970	-999.0	-999.0	0.0
20.05.1970	-999.0	-999.0	0.0
25.05.1970	-999.0	-999.0	0.0
30.05.1970	0.1	200.0	20.0
20.11.1971	0.03	-999.0	-999.0
20.12.1971	0.09	900.0	8.0
10.01.1972	-999.0	-999.0	0.0
20.01.1972	0.13	140.0	18.0
31.01.1972	0.12	130.0	16.0
05.02.1972	-999.0	-999.0	0.0
10.02.1972	0.12	120.0	14.0
15.02.1972	-999.0	-999.0	0.0
20.02.1972	0.14	140.0	20.0
25.02.1972	-999.0	-999.0	0.0
29.02.1972	0.13	120.0	16.0
05.03.1972	0.08	140.0	11.0
10.03.1972	-999.0	-999.0	0.0
15.03.1972	0.1	140.0	14.0
20.03.1972	0.1	140.0	14.0
25.03.1972	0.13	140.0	18.0
31.03.1972	0.09	140.0	13.0
05.04.1972	0.1	190.0	19.0
15.04.1972	0.14	140.0	20.0
20.10.1972	0.16	90.0	14.0
20.11.1972	0.2	120.0	24.0
20.12.1972	0.26	120.0	31.0
20.01.1973	0.26	130.0	34.0
31.01.1973	0.26	130.0	34.0
10.02.1973	0.27	130.0	35.0
20.02.1973	0.26	140.0	36.0
28.02.1973	0.26	140.0	36.0
05.03.1973	0.27	140.0	38.0
10.03.1973	0.28	130.0	36.0
15.03.1973	0.28	140.0	39.0
20.03.1973	0.27	150.0	40.0
25.03.1973	0.27	140.0	38.0
31.03.1973	0.27	160.0	43.0
05.04.1973	0.28	170.0	48.0
10.04.1973	0.15	200.0	30.0
20.04.1973	0.12	190.0	23.0
20.10.1973	0.01	-999.0	-999.0
20.11.1973	0.05	140.0	7.0
20.12.1973	0.15	110.0	16.0
20.01.1975	0.17	120.0	20.0
31.01.1975	0.18	130.0	23.0
10.02.1975	0.18	130.0	23.0
20.02.1975	0.17	130.0	22.0
28.02.1975	0.17	130.0	22.0
05.03.1975	0.17	140.0	24.0
10.03.1975	0.16	140.0	22.0
15.03.1975	0.15	150.0	22.0
20.03.1975	0.17	150.0	26.0
25.03.1975	0.12	150.0	18.0
31.03.1975	0.1	160.0	16.0
05.04.1975	0.27	90.0	24.0
10.04.1975	0.23	110.0	25.0
15.04.1975	0.1	210.0	21.0
25.04.1975	0.02	-999.0	-999.0
20.10.1975	0.1	110.0	11.0
20.11.1975	0.13	100.0	13.0
20.12.1975	0.21	140.0	29.0
20.01.1976	0.26	150.0	39.0
31.01.1976	0.26	150.0	39.0
05.05.1976	0.08	140.0	11.0
10.10.1976	0.07	140.0	10.0
20.10.1976	0.09	100.0	9.0
20.11.1976	0.11	140.0	15.0
20.12.1976	0.15	120.0	18.0
20.01.1977	0.16	130.0	21.0
31.01.1977	0.16	130.0	21.0
10.02.1977	0.17	130.0	22.0
05.03.1977	0.17	130.0	22.0
10.03.1977	0.2	130.0	26.0
15.03.1977	0.2	140.0	28.0
20.03.1977	0.19	140.0	27.0
25.03.1977	0.18	150.0	27.0
07.04.1977	0.11	140.0	15.0
10.04.1977	0.09	200.0	18.0
15.04.1977	0.05	210.0	11.0
25.04.1977	0.15	140.0	21.0
09.10.1977	0.11	80.0	9.0
25.10.1977	0.11	80.0	9.0
20.11.1977	0.13	110.0	14.0
20.12.1977	0.16	130.0	21.0
20.01.1978	0.18	110.0	20.0
31.01.1978	0.18	130.0	23.0
10.02.1978	0.17	140.0	24.0
20.02.1978	0.18	130.0	23.0
28.02.1978	0.18	140.0	25.0
05.03.1978	0.2	140.0	28.0
10.03.1978	0.28	130.0	36.0
15.03.1978	0.28	120.0	34.0
20.03.1978	0.24	150.0	36.0
25.03.1978	0.17	200.0	34.0
31.03.1978	0.14	190.0	27.0
05.04.1978	0.08	230.0	18.0
10.04.1978	0.04	190.0	8.0
15.04.1978	0.02	-999.0	-999.0
03.10.1978	0.2	70.0	14.0
17.10.1978	0.04	-999.0	-999.0
20.10.1978	0.03	-999.0	-999.0
20.11.1978	0.04	130.0	5.0
20.12.1978	0.08	160.0	13.0
10.01.1979	0.11	130.0	14.0
20.01.1979	0.12	110.0	13.0
31.01.1979	0.12	130.0	16.0
10.02.1979	0.15	120.0	18.0
20.02.1979	0.18	120.0	22.0
28.02.1979	0.17	130.0	22.0
05.03.1979	0.16	130.0	21.0
10.03.1979	0.16	160.0	26.0
15.03.1979	0.2	140.0	28.0
20.03.1979	0.21	150.0	32.0
25.03.1979	0.2	150.0	30.0
31.03.1979	0.18	160.0	29.0
05.04.1979	0.09	180.0	16.0
10.04.1979	0.05	220.0	11.0
15.04.1979	0.06	130.0	8.0
21.04.1979	0.08	130.0	10.0
23.10.1979	0.03	-999.0	-999.0
09.11.1979	0.05	90.0	5.0
20.11.1979	0.1	100.0	10.0
20.12.1979	0.16	120.0	19.0
20.01.1980	0.16	110.0	18.0
31.01.1980	0.18	110.0	20.0
10.02.1980	0.17	130.0	22.0
20.02.1980	0.17	150.0	26.0
29.02.1980	0.17	140.0	24.0
05.03.1980	0.18	150.0	27.0
10.03.1980	0.18	150.0	27.0
15.03.1980	0.17	140.0	24.0
20.03.1980	0.17	130.0	22.0
25.03.1980	0.16	130.0	21.0
31.03.1980	0.1	150.0	15.0
05.04.1980	0.07	180.0	13.0
10.04.1980	0.06	170.0	10.0
15.04.1980	0.01	-999.0	-999.0
20.04.1980	0.04	-999.0	-999.0
17.10.1980	0.05	90.0	5.0
20.10.1980	0.03	-999.0	-999.0
14.11.1980	0.02	-999.0	-999.0
20.11.1980	0.1	110.0	11.0
20.12.1980	0.2	100.0	20.0
20.01.1981	0.2	150.0	30.0
31.01.1981	0.2	140.0	28.0
10.02.1981	0.19	140.0	27.0
20.02.1981	0.19	140.0	27.0
28.02.1981	0.2	160.0	32.0
05.03.1981	0.21	140.0	29.0
10.03.1981	0.21	150.0	32.0
15.03.1981	0.21	150.0	32.0
20.03.1981	0.16	220.0	35.0
25.03.1981	0.13	190.0	25.0
05.04.1981	0.01	-999.0	-999.0
12.10.1981	0.0	-999.0	0.0
14.11.1981	0.04	-999.0	-999.0
20.12.1981	0.04	-999.0	-999.0
20.01.1982	0.05	120.0	6.0
31.01.1982	0.05	120.0	6.0
10.02.1982	0.09	120.0	11.0
20.02.1982	0.11	110.0	12.0
28.02.1982	0.1	110.0	11.0
05.03.1982	0.13	120.0	16.0
10.03.1982	0.12	120.0	14.0
15.03.1982	0.15	120.0	18.0
20.03.1982	0.15	120.0	18.0
25.03.1982	0.12	110.0	13.0
15.04.1982	0.18	110.0	20.0
29.09.1982	0.03	-999.0	-999.0
07.10.1982	0.03	-999.0	-999.0
20.10.1982	0.05	100.0	5.0
06.11.1982	0.03	-999.0	-999.0
20.11.1982	0.02	-999.0	-999.0
20.12.1982	0.09	140.0	13.0
20.01.1983	0.13	140.0	18.0
31.01.1983	0.13	130.0	17.0
10.02.1983	0.13	130.0	17.0
20.02.1983	0.13	120.0	16.0
28.02.1983	0.12	140.0	17.0
05.03.1983	0.12	130.0	16.0
10.03.1983	0.12	130.0	16.0
15.03.1983	0.11	130.0	14.0
20.03.1983	0.04	160.0	6.0
25.03.1983	0.04	160.0	6.0
31.03.1983	0.03	-999.0	-999.0
10.04.1983	0.15	120.0	18.0
15.04.1983	0.07	180.0	13.0
30.04.1983	0.02	-999.0	-999.0
10.05.1983	0.01	-999.0	-999.0
14.05.1983	0.04	-999.0	-999.0
09.10.1983	0.09	120.0	11.0
21.10.1983	0.02	-999.0	-999.0
09.11.1983	0.09	100.0	9.0
20.11.1983	0.18	100.0	18.0
20.12.1983	0.18	130.0	23.0
20.01.1984	0.2	110.0	22.0
31.01.1984	0.25	130.0	33.0
10.02.1984	0.22	120.0	26.0
20.02.1984	0.23	150.0	35.0
29.02.1984	0.22	140.0	31.0
05.03.1984	0.22	130.0	29.0
10.03.1984	0.22	140.0	31.0
15.03.1984	0.21	150.0	32.0
20.03.1984	0.24	140.0	34.0
25.03.1984	0.26	140.0	36.0
31.03.1984	0.21	140.0	29.0
05.04.1984	0.31	110.0	34.0
10.04.1984	0.23	140.0	32.0
21.04.1984	0.03	-999.0	-999.0
28.04.1984	0.03	-999.0	-999.0
30.04.1984	0.04	-999.0	-999.0
30.09.1984	0.1	130.0	13.0
10.10.1984	0.02	-999.0	-999.0
16.10.1984	0.14	170.0	24.0
20.10.1984	0.13	120.0	16.0
20.11.1984	0.25	140.0	35.0
20.12.1984	0.3	110.0	33.0
20.01.1985	0.34	130.0	44.0
31.01.1985	0.32	150.0	48.0
10.02.1985	0.33	120.0	40.0
20.02.1985	0.34	140.0	48.0
28.02.1985	0.35	140.0	49.0
05.03.1985	0.35	140.0	49.0
10.03.1985	0.34	130.0	44.0
15.03.1985	0.32	160.0	51.0
20.03.1985	0.32	150.0	48.0
25.03.1985	0.46	120.0	55.0
31.03.1985	0.38	160.0	61.0
05.04.1985	0.33	170.0	56.0
10.04.1985	0.34	190.0	65.0
15.04.1985	0.16	200.0	32.0
03.05.1985	0.11	220.0	24.0
11.10.1985	0.17	130.0	22.0
20.10.1985	0.11	150.0	17.0
20.11.1985	0.16	160.0	26.0
20.12.1985	0.17	160.0	27.0
20.01.1986	0.23	150.0	35.0
31.01.1986	0.21	160.0	34.0
10.02.1986	0.2	150.0	30.0
20.02.1986	0.2	170.0	34.0
28.02.1986	0.24	160.0	38.0
05.03.1986	0.24	160.0	38.0
10.03.1986	0.23	150.0	35.0
15.03.1986	0.23	160.0	37.0
20.03.1986	0.21	200.0	42.0
25.03.1986	0.23	180.0	41.0
31.03.1986	0.2	180.0	36.0
05.04.1986	0.17	170.0	29.0
10.04.1986	0.11	280.0	31.0
15.04.1986	0.05	220.0	11.0
13.10.1986	0.15	150.0	23.0
20.10.1986	0.18	100.0	18.0
20.11.1986	0.25	90.0	23.0
20.12.1986	0.27	140.0	38.0
20.01.1987	0.27	130.0	35.0
31.01.1987	0.28	130.0	36.0
