date	SS4	S2	S1
20.12.1975	0.07	160.0	11.0
31.12.1975	-999.0	-999.0	0.0
20.01.1976	0.08	140.0	11.0
31.01.1976	0.08	110.0	9.0
10.02.1976	0.17	150.0	26.0
15.02.1976	-999.0	-999.0	0.0
20.02.1976	0.16	140.0	22.0
25.02.1976	0.17	150.0	26.0
28.02.1976	0.18	160.0	29.0
10.03.1976	0.14	170.0	24.0
15.03.1976	0.14	180.0	25.0
20.03.1976	0.08	190.0	15.0
25.03.1976	0.16	250.0	40.0
30.03.1976	0.13	220.0	29.0
10.04.1976	-999.0	-999.0	0.0
15.04.1976	-999.0	-999.0	0.0
20.04.1976	-999.0	-999.0	0.0
25.04.1976	0.16	120.0	19.0
30.04.1976	-999.0	-999.0	0.0
20.11.1976	0.06	110.0	7.0
NaT	0.07	110.0	8.0
20.12.1976	0.15	140.0	21.0
31.12.1976	0.14	140.0	20.0
20.11.2015	0.11	200.0	22.0
20.12.2015	0.15	190.0	29.0
20.01.2016	0.18	180.0	32.0
31.01.2016	0.21	180.0	38.0
10.02.2016	0.19	190.0	36.0
20.02.2016	0.2	170.0	34.0
29.02.2016	0.19	180.0	34.0
05.03.2016	0.19	190.0	36.0
10.03.2016	0.24	190.0	46.0
15.03.2016	0.23	190.0	44.0
20.03.2016	0.22	190.0	42.0
25.03.2016	0.17	200.0	34.0
31.03.2016	0.07	240.0	17.0
20.10.2016	0.05	140.0	7.0
20.11.2016	0.1	130.0	13.0
20.12.2016	0.18	130.0	23.0
20.01.2017	0.19	130.0	25.0
31.01.2017	0.23	130.0	30.0
10.02.2017	0.22	130.0	29.0
20.02.2017	0.24	140.0	34.0
25.02.2017	0.23	150.0	35.0
28.02.2017	0.24	150.0	36.0
05.03.2017	0.23	160.0	37.0
10.03.2017	0.22	170.0	37.0
15.03.2017	0.2	180.0	36.0
20.03.2017	0.16	190.0	30.0
20.10.2017	0.01	-999.0	-999.0
20.11.2017	0.03	-999.0	-999.0
20.12.2017	0.08	110.0	9.0
20.01.2018	0.14	110.0	15.0
31.01.2018	0.14	120.0	17.0
10.02.2018	0.15	120.0	18.0
20.02.2018	0.15	120.0	18.0
28.02.2018	0.14	140.0	20.0
05.03.2018	0.14	140.0	20.0
10.03.2018	0.14	140.0	20.0
15.03.2018	0.16	130.0	21.0
20.03.2018	0.15	130.0	20.0
20.11.2018	0.09	90.0	8.0
20.12.2018	0.11	140.0	15.0
